,codigo,inf_mortality,life_ex,locale,locale_type,year,MHDI,MHDI_income,MHDI_life_ex,MHDI_education,education,income
9158,,"22,50","70,53","Guaianazes : Jardim Sao Pedro Creche Municipal / Guaianases (São Paulo , RM São Paulo)",,2000,"0,657","0,672","0,759","0,557","10,26","523,22"
9159,,"24,70","69,46","Guaianazes : Rua Alexandre Legrand / Rua Beata Margarida de Jesus (São Paulo , RM São Paulo)",,2000,"0,639","0,651","0,741","0,540","10,75","460,00"
9160,,"25,00","69,31","Guaianazes : Travessa Seringais (São Paulo , RM São Paulo)",,2000,"0,619","0,647","0,739","0,497","9,69","448,00"
9161,,--,--,"Guarapiranga : Creche Nossa Senhora do Caminho (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9162,,"10,60","77,82","Guarapiranga : Escola de Educacao Infantil Algodao Doce S/C Ltda (São Paulo , RM São Paulo)",,2000,"0,889","0,967","0,880","0,827","11,63","3280,08"
9163,,"13,40","75,81","Guarapiranga : Escola Estadual Professor Antonio Bernardes de Oliveira / Escola Estadual João de Deus Cardoso de Mello / Escola Estadual Antonio Aggio / Escola Estadual Professor Elyo Ferreira de Castro (São Paulo , RM São Paulo)",,2000,"0,790","0,803","0,847","0,725","11,16","1181,37"
9164,,"24,60","69,50","Guarapiranga : Escola Estadual Professor Jose Duarte Junior (São Paulo , RM São Paulo)",,2000,"0,617","0,652","0,742","0,485","9,16","462,99"
9165,,"21,40","71,08","Guarapiranga : Escola Estadual Professor Paulo Octavio de Azevedo (São Paulo , RM São Paulo)",,2000,"0,665","0,687","0,768","0,558","10,48","575,96"
9166,,"27,80","68,06","Guarapiranga : Escola Municipal de Educação Infantil Professora Norimar Teixeira (São Paulo , RM São Paulo)",,2000,"0,583","0,621","0,718","0,444","9,16","382,01"
9167,,"21,80","70,86","Guarapiranga : Hospital Casa de Saude Nossa Senhora do Caminho (São Paulo , RM São Paulo)",,2000,"0,672","0,667","0,764","0,596","10,46","507,38"
9168,,"19,90","71,84","Guarapiranga : Jardim Ecologico Guarapiranga (São Paulo , RM São Paulo)",,2000,"0,678","0,703","0,781","0,568","9,89","634,69"
9169,,"13,40","75,81","Guarapiranga : Parque Atletico Indiano ( CAI ) (São Paulo , RM São Paulo)",,2000,"0,790","0,803","0,847","0,725","11,16","1181,37"
9170,,"10,60","77,82","Guarapiranga : Parque Guarapiranga (São Paulo , RM São Paulo)",,2000,"0,889","0,967","0,880","0,827","11,63","3280,08"
9171,,"19,90","71,88","Guarapiranga : Rua Antônio Raposo Barreto / Rua Charles Percler (São Paulo , RM São Paulo)",,2000,"0,670","0,685","0,781","0,561","10,09","566,62"
9172,,--,--,"Guarapiranga : Rua Antônio Raposo Barreto / Rua João Scalão (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9173,,--,--,"Guianas Jamaica (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9174,,"23,50","70,04","Heliópolis (São Paulo , RM São Paulo)",,2000,"0,607","0,640","0,751","0,465","9,06","428,85"
9175,,"22,30","70,60","Heliópolis : Escola Municipal de Educação Infantil Batista Cepelo (São Paulo , RM São Paulo)",,2000,"0,627","0,653","0,760","0,497","9,52","466,67"
9176,,"14,60","75,02","Heliópolis : Hospital Heliópolis (São Paulo , RM São Paulo)",,2000,"0,749","0,777","0,834","0,649","10,96","1009,63"
9177,,"25,30","69,16","Heliópolis : Rua Comandante Taylor (São Paulo , RM São Paulo)",,2000,"0,598","0,641","0,736","0,454","9,01","432,54"
9178,,"30,10","67,10","Horto Florestal (São Paulo , RM São Paulo)",,2000,"0,555","0,598","0,702","0,407","8,65","330,29"
9179,,"17,20","73,40","Horto Florestal : Rua Airton Barroso Pereira / Rua Doutor Garcia (São Paulo , RM São Paulo)",,2000,"0,709","0,738","0,807","0,599","9,98","788,22"
9180,,"17,20","73,40","Humaitá II (São Paulo , RM São Paulo)",,2000,"0,709","0,738","0,807","0,599","9,98","788,22"
9181,,"30,40","66,98","Humberto Nastari (São Paulo , RM São Paulo)",,2000,"0,527","0,594","0,700","0,353","8,36","323,29"
9182,,"29,60","67,28","Iguatemi : Escola Estadual Antonieta de Souza Alcântara / Centro de Educação Infantil Indireto Doutor Benedito Costa Carvalho (São Paulo , RM São Paulo)",,2000,"0,564","0,603","0,705","0,421","8,85","340,83"
9183,,"26,90","68,46","Iguatemi : Escola Estadual Professora Carmelinda Marques Pereira (São Paulo , RM São Paulo)",,2000,"0,583","0,627","0,724","0,437","9,32","396,43"
9184,,"22,90","70,31","Iguatemi : Escola Municipal de Educação Infantil Jardim da Conquista II / Escola Estadual Conjunto Habitacional Carrãozinho III / Escola Estadual Vila Bela / Escola Municipal de Ensino Fundamental Professor Carlos Correa Mascaro (São Paulo , RM São Paulo)",,2000,"0,637","0,667","0,755","0,514","9,60","509,16"
9185,,"29,40","67,39","Iguatemi : Escola Municipal de Ensino Fundamental Jardim Das Laranjeiras / Centro de Educação Infantil Jardim Rosely (São Paulo , RM São Paulo)",,2000,"0,576","0,605","0,707","0,447","9,52","346,27"
9186,,"21,70","70,92","Iguatemi : Escola Municipal de Ensino Fundamental Plinio de Queiroz / Escola Muncipal de Educação Infantil Felipe DOliveira (São Paulo , RM São Paulo)",,2000,"0,681","0,684","0,765","0,604","11,02","563,74"
9187,,"23,80","69,86","Iguatemi : Jacu Pessego / Rio Aricanduva (São Paulo , RM São Paulo)",,2000,"0,614","0,638","0,748","0,486","9,77","424,38"
9188,,"30,40","66,96","Iguatemi : Rua Caboré (São Paulo , RM São Paulo)",,2000,"0,554","0,594","0,699","0,410","9,36","321,92"
9189,,"23,80","69,86","Iguatemi : Rua Correia Lopes / Rua Oronzo Mastrorosa (São Paulo , RM São Paulo)",,2000,"0,614","0,638","0,748","0,486","9,77","424,38"
9190,,"24,10","69,71","Iguatemi : Shopping Mauro Center Pisos e Material de Construcao (São Paulo , RM São Paulo)",,2000,"0,585","0,632","0,745","0,425","9,83","407,74"
9191,,"21,60","70,99","Ilha Verde : Anhanguera (São Paulo , RM São Paulo)",,2000,"0,659","0,686","0,767","0,543","10,92","570,90"
9192,,"31,20","66,66","Imprensa : Fachini Politron (São Paulo , RM São Paulo)",,2000,"0,519","0,570","0,694","0,353","8,96","277,71"
9193,,"30,40","66,98","Independência / Cambuci (São Paulo , RM São Paulo)",,2000,"0,527","0,594","0,700","0,353","8,36","323,29"
9194,,"11,60","77,04","Ingá I (São Paulo , RM São Paulo)",,2000,"0,827","0,873","0,867","0,747","11,05","1825,46"
9195,,"30,10","67,10","Interlagos (São Paulo , RM São Paulo)",,2000,"0,555","0,598","0,702","0,407","8,65","330,29"
9196,,"21,80","70,86","Interlagos : Escola Estadual Callia Maestro (São Paulo , RM São Paulo)",,2000,"0,672","0,667","0,764","0,596","10,46","507,38"
9197,,"17,80","73,02","Interlagos : Escola Estadual Santo Dias da Silva (São Paulo , RM São Paulo)",,2000,"0,690","0,726","0,800","0,566","10,46","733,77"
9198,,"29,30","67,44","Interlagos : Estação Primavera / Interlagos (São Paulo , RM São Paulo)",,2000,"0,539","0,607","0,707","0,365","8,74","350,24"
9199,,"12,70","76,30","Interlagos : Jardim Guanhembu / Rua Mario de Souza Vieira (São Paulo , RM São Paulo)",,2000,"0,787","0,828","0,855","0,688","11,27","1382,26"
9200,,"21,40","71,08","Ipiranga (São Paulo , RM São Paulo)",,2000,"0,665","0,687","0,768","0,558","10,48","575,96"
9201,,"11,40","77,26","Itaberaba : Escola de Educação Infantil Cachoeirinha Encantada S/C Ltd / Vaz Colegio (São Paulo , RM São Paulo)",,2000,"0,843","0,884","0,871","0,778","11,69","1962,82"
9202,,"18,70","72,53","Itaberaba : Escola Estadual Professor Plinio Damasco Penna (São Paulo , RM São Paulo)",,2000,"0,671","0,711","0,792","0,536","10,07","668,22"
9203,,"16,70","73,67","Itaberaba : Escola Municipal de Educação Infantil Bombeiro José Robson Costa de Araújo / Escola Municipal de Ensino Fundamental Pedro Américo (São Paulo , RM São Paulo)",,2000,"0,709","0,726","0,811","0,605","10,36","732,76"
9204,,"27,40","68,24","Itaberaba : Escola Municipal de Educação Infantil Felipe Mestre Jou / Escola Municipal de Ensino Fundamental Professora Joaninha Grassi Fagundes (São Paulo , RM São Paulo)",,2000,"0,577","0,625","0,721","0,427","9,42","390,86"
9205,,"13,90","75,45","Itaberaba : Hospital Geral de Vila Penteado (São Paulo , RM São Paulo)",,2000,"0,793","0,792","0,841","0,749","11,49","1105,86"
9206,,"14,60","75,00","Itacolomi (São Paulo , RM São Paulo)",,2000,"0,745","0,777","0,833","0,638","10,58","1005,96"
9207,,"22,20","70,65","Itaim Paulista (São Paulo , RM São Paulo)",,2000,"0,647","0,668","0,761","0,534","10,46","511,09"
9208,,"21,10","71,24","Itaim Paulista : Condomínio Residencial Altos do Itaim (São Paulo , RM São Paulo)",,2000,"0,680","0,691","0,771","0,589","10,67","588,16"
9209,,--,--,"Itaim Paulista : Escola Estadual Livio Xavier (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9210,,"19,70","71,97","Itaim Paulista : Escola Estadual Professor Armando de Araújo (São Paulo , RM São Paulo)",,2000,"0,676","0,687","0,783","0,575","10,23","576,68"
9211,,"15,00","74,74","Itaim Paulista : Vila Aurora (São Paulo , RM São Paulo)",,2000,"0,784","0,772","0,829","0,753","11,52","974,09"
9212,,"24,40","69,57","Itajuíbe (São Paulo , RM São Paulo)",,2000,"0,618","0,627","0,743","0,506","10,33","396,29"
9213,,"31,40","66,57","Itaoca (São Paulo , RM São Paulo)",,2000,"0,479","0,556","0,693","0,285","7,66","255,24"
9214,,"26,70","68,54","Itaperaba : Condomínio Residencial Morada Paradiso (São Paulo , RM São Paulo)",,2000,"0,557","0,608","0,726","0,392","8,13","351,99"
9215,,--,--,"Itaperaba : Consigaz / Av. Itaperaba (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9216,,"23,60","69,96","Itaquera (São Paulo , RM São Paulo)",,2000,"0,638","0,661","0,749","0,525","10,11","488,55"
9217,,"17,00","73,52","Itaquera C / Conjunto Habitacional (São Paulo , RM São Paulo)",,2000,"0,715","0,738","0,809","0,613","10,55","790,59"
9218,,"30,40","66,98","Itaquera : Cemitério Municipal de Itaquera / Vila Carmosina (São Paulo , RM São Paulo)",,2000,"0,527","0,594","0,700","0,353","8,36","323,29"
9219,,"16,90","73,55","Itaquera : Centro de Educação Infantil Irmã Mariana Sala (São Paulo , RM São Paulo)",,2000,"0,715","0,731","0,809","0,617","10,34","754,64"
9220,,"30,60","66,86","Itaquera : Escola Estadual Professora Emilia de Paiva Meira (São Paulo , RM São Paulo)",,2000,"0,529","0,583","0,698","0,364","8,74","301,03"
9221,,"13,90","75,48","Itaquera : Estádio Arena Corinthians (São Paulo , RM São Paulo)",,2000,"0,774","0,793","0,841","0,694","10,33","1111,36"
9222,,"25,30","69,17","Itaquera : Lopes Supermercados (São Paulo , RM São Paulo)",,2000,"0,612","0,642","0,736","0,484","9,65","433,82"
9223,,"30,50","66,91","Itaquera : Rua Aguadeiro (São Paulo , RM São Paulo)",,2000,"0,543","0,587","0,699","0,391","9,12","308,59"
9224,,"23,30","70,12","Jabaquara : Centro de Educação Infantil O Pequeno Seareiro (São Paulo , RM São Paulo)",,2000,"0,646","0,665","0,752","0,539","9,99","502,56"
9225,,"12,60","76,38","Jabaquara : Condomínio Ville DFrance (São Paulo , RM São Paulo)",,2000,"0,800","0,832","0,856","0,719","11,19","1416,14"
9226,,"13,50","75,75","Jabaquara / Congonhas São Paulo Airport : Rua Wilson Pereira de Almeida (São Paulo , RM São Paulo)",,2000,"0,781","0,801","0,846","0,702","11,68","1166,67"
9227,,"25,10","69,27","Jabaquara : Escola Estadual Doutor Angelo Mendes de Almeida (São Paulo , RM São Paulo)",,2000,"0,625","0,645","0,738","0,512","10,36","442,24"
9228,,"15,60","74,34","Jabaquara : Escola Estadual Professora Lais Amaral Vicente (São Paulo , RM São Paulo)",,2000,"0,726","0,761","0,822","0,611","10,54","911,54"
9229,,"12,60","76,38","Jabaquara : Escola Muncipal de Ensino Fundamental Almirante Ary Parreiras (São Paulo , RM São Paulo)",,2000,"0,800","0,832","0,856","0,719","11,19","1416,14"
9230,,"15,60","74,34","Jabaquara : Estação Conceição (São Paulo , RM São Paulo)",,2000,"0,726","0,761","0,822","0,611","10,54","911,54"
9231,,"11,00","77,49","Jabaquara : Estação Jabaquara (São Paulo , RM São Paulo)",,2000,"0,857","0,911","0,875","0,789","11,37","2317,53"
9232,,"11,30","77,29","Jabaquara : Parque da Conceicao (São Paulo , RM São Paulo)",,2000,"0,835","0,886","0,872","0,754","10,89","1980,31"
9233,,"11,30","77,29","Jaçanã : Escola Estadual Professor Luiz Amaral Wagner / Escola Muncipal de Ensino Fundamental Lourenço Filho (São Paulo , RM São Paulo)",,2000,"0,835","0,886","0,872","0,754","10,89","1980,31"
9234,,"18,10","72,85","Jaçanã : Escola Muncipal de Educação Infantil Professora Jonise Máximo da Fonseca (São Paulo , RM São Paulo)",,2000,"0,671","0,713","0,798","0,532","10,60","676,46"
9235,,"22,90","70,33","Jaçanã : Escola Muncipal de Ensino Fundamental Frei SantAna Galvão (São Paulo , RM São Paulo)",,2000,"0,628","0,668","0,756","0,491","9,43","510,59"
9236,,"26,50","68,64","Jaçanã : Faculdade de Tecnologia Santa Rita (São Paulo , RM São Paulo)",,2000,"0,574","0,629","0,727","0,414","8,62","401,58"
9237,,"13,40","75,77","Jaçanã : Hospital Psiquiatrico Vera Cruz / Vila Nilo (São Paulo , RM São Paulo)",,2000,"0,783","0,798","0,846","0,712","11,18","1148,95"
9238,,"16,60","73,72","Jaçanã : Hospital São Luiz Gonzaga (São Paulo , RM São Paulo)",,2000,"0,707","0,744","0,812","0,584","10,10","822,13"
9239,,"14,20","75,23","Jaçanã : Igreja São Miguel (São Paulo , RM São Paulo)",,2000,"0,761","0,785","0,837","0,671","11,07","1056,57"
9240,,"26,50","68,63","Jaçanã : Parque Carrossel Diversões (São Paulo , RM São Paulo)",,2000,"0,566","0,608","0,727","0,410","9,06","352,58"
9241,,"13,20","75,90","Jacaraípe (São Paulo , RM São Paulo)",,2000,"0,769","0,808","0,848","0,664","10,66","1217,62"
9242,,"29,90","67,17","Jaceguara / Encruzilhada / Barragem : Escola Estadual Doutor Antônio Pereira Lima / Escola Estadul Rossine Camargo Guarnieri (São Paulo , RM São Paulo)",,2000,"0,557","0,600","0,703","0,410","9,00","334,37"
9243,,"30,10","67,10","Jaceguava : Estrada do Jaceguai (São Paulo , RM São Paulo)",,2000,"0,555","0,598","0,702","0,407","8,65","330,29"
9244,,"16,70","73,71","Jaceguava / Paralheiros : Escola Estadual David Zieger / Polícia Militar Força Tática / Escola Estadual Reverendo Eródice de Queiroz (São Paulo , RM São Paulo)",,2000,"0,717","0,744","0,812","0,610","10,62","819,91"
9245,,"22,30","70,63","Jaguaré (São Paulo , RM São Paulo)",,2000,"0,652","0,674","0,761","0,540","9,92","531,89"
9246,,"12,80","76,19","jaguaré : Conjunto Cingapura do Jaguaré (São Paulo , RM São Paulo)",,2000,"0,799","0,822","0,853","0,728","10,84","1329,80"
9247,,"30,50","66,91","Jaguaré : Conjunto Habitacional / Nova Jaguaré I (São Paulo , RM São Paulo)",,2000,"0,543","0,587","0,699","0,391","9,12","308,59"
9248,,--,--,"Jaguaré : Conjunto Habitacional / Nova Jaguaré II (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9249,,--,--,"Jaguaré : Wandamar W.M.R. Transportes Ltda. (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9250,,--,--,"Jardim (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9251,,"24,20","69,69","Jardim Adalgiza : Av. Politécnica / Rua Joaquim Lapas de veigas / Companhia de Desenvolvimento Habitacional e Urbano Bloco I e II ( CDHU ) (São Paulo , RM São Paulo)",,2000,"0,627","0,656","0,745","0,505","9,44","474,42"
9252,,"25,40","69,14","Jardim Adalgiza : Conjunto Residencial Ilha do Sol (São Paulo , RM São Paulo)",,2000,"0,608","0,641","0,736","0,477","9,35","432,08"
9253,,"13,10","75,98","Jardim Adalgiza : Escola Municipal de Ensino Fundamental Conde Luiz Eduardo Matarazzo / Escola Municipal de Educação Infantil Oscar Pedroso Horta / Colegio Albert Sabin (São Paulo , RM São Paulo)",,2000,"0,778","0,810","0,850","0,685","10,86","1232,96"
9254,,"11,10","77,44","Jardim Adalgiza / Raposo Tavares : Avenida Prestes Maia (São Paulo , RM São Paulo)",,2000,"0,859","0,904","0,874","0,801","11,60","2222,18"
9255,,"19,00","72,35","Jardim Adalgiza / Rio Pequeno : Escola Estadual Samuel Klabin / Escola Estadual Professor Adolfino de Arruda Castanho (São Paulo , RM São Paulo)",,2000,"0,691","0,699","0,789","0,597","10,42","619,13"
9256,,"15,90","74,19","Jardim Adalgiza : Rua Rui Amaral Lemos (São Paulo , RM São Paulo)",,2000,"0,739","0,757","0,820","0,650","10,45","891,04"
9257,,"26,20","68,75","Jardim Adalgiza : Shopping Center Shop Colina de São Francisco (São Paulo , RM São Paulo)",,2000,"0,600","0,634","0,729","0,468","9,62","414,43"
9258,,"10,80","77,70","Jardim Aeroporto / Congonhas (São Paulo , RM São Paulo)",,2000,"0,880","0,937","0,878","0,827","11,46","2722,00"
9259,,"11,20","77,33","Jardim Aeroporto : Escola Municipal de Ensino Fundamental Bernardo O Higgins (São Paulo , RM São Paulo)",,2000,"0,821","0,890","0,872","0,712","10,55","2030,45"
9260,,"10,60","77,82","Jardim Anália Franco : 48 Distrito Policial / Vila Formosa (São Paulo , RM São Paulo)",,2000,"0,889","0,967","0,880","0,827","11,63","3280,08"
9261,,"14,80","74,84","Jardim Anália Franco : Estádio Municipal do Trabalhador / Ceret (São Paulo , RM São Paulo)",,2000,"0,745","0,775","0,831","0,642","10,22","992,58"
9262,,"11,20","77,33","Jardim Anália Franco : Hospital Maggiori (São Paulo , RM São Paulo)",,2000,"0,821","0,890","0,872","0,712","10,55","2030,45"
9263,,"14,00","75,38","Jardim Anália Franco / Vila Formosa : Hospital Zona Leste Ltda / Hospital Montemagno (São Paulo , RM São Paulo)",,2000,"0,750","0,790","0,840","0,635","10,32","1091,63"
9264,,"12,30","76,57","Jardim Ângela : Escola Destino Ao Saber Sc Ltda-Me / Creche Adail Tini de Araujo (São Paulo , RM São Paulo)",,2000,"0,818","0,848","0,860","0,751","11,49","1562,09"
9265,,"27,80","68,06","Jardim Ângela : Escola Estadual Jardim Esperanca (São Paulo , RM São Paulo)",,2000,"0,583","0,621","0,718","0,444","9,16","382,01"
9266,,"19,90","71,84","Jardim Ângela : Escola Estadual Jose Lins do Rego / Escola Estadual Jose Raul Poletto (São Paulo , RM São Paulo)",,2000,"0,678","0,703","0,781","0,568","9,89","634,69"
9267,,"20,00","71,82","Jardim Ângela : Escola Estadual Oswald de Andrade (São Paulo , RM São Paulo)",,2000,"0,667","0,675","0,780","0,563","10,68","533,67"
9268,,"24,10","69,74","Jardim Ângela : Escola Estadual Professor Flavio La Selva (São Paulo , RM São Paulo)",,2000,"0,628","0,657","0,746","0,506","9,47","477,58"
9269,,"29,70","67,27","Jardim Ângela : Escola Estadual Professor Luis Magalhaes de Araujo / Creche Municipal Jardim Dionisio (São Paulo , RM São Paulo)",,2000,"0,560","0,603","0,705","0,414","8,32","340,67"
9270,,"23,80","69,85","Jardim Ângela : Escola Estadual Rosa Pavone Pimont Doutora (São Paulo , RM São Paulo)",,2000,"0,619","0,635","0,748","0,499","10,18","417,17"
9271,,"26,50","68,64","Jardim Ângela : Escola Estadual Rosa Pavone Pimont Doutora / Escola Estadual Professora Eulalia Silva (São Paulo , RM São Paulo)",,2000,"0,574","0,629","0,727","0,414","8,62","401,58"
9272,,"21,80","70,86","Jardim Ângela I (São Paulo , RM São Paulo)",,2000,"0,672","0,667","0,764","0,596","10,46","507,38"
9273,,"26,70","68,56","Jardim Ângela / MBoi Mirim : Rua Antônio de Araujo (São Paulo , RM São Paulo)",,2000,"0,584","0,628","0,726","0,437","9,11","397,43"
9274,,"25,50","69,07","Jardim Boa Esperança (São Paulo , RM São Paulo)",,2000,"0,625","0,640","0,735","0,519","9,65","428,44"
9275,,"25,50","69,07","Jardim Bom Clima : Ceu Caminho do Mar (São Paulo , RM São Paulo)",,2000,"0,625","0,640","0,735","0,519","9,65","428,44"
9276,,"27,10","68,38","Jardim Bom Clima : Colegio Nova Ordem / Escola de Educacao Infantil Sabia Sc Ltda (São Paulo , RM São Paulo)",,2000,"0,637","0,627","0,723","0,570","10,44","394,87"
9277,,"17,70","73,10","Jardim Bom Clima : Creche Municipal Raul Tabajara Vidigal / Escola Prof Pedro Calil Padis (São Paulo , RM São Paulo)",,2000,"0,704","0,727","0,802","0,598","9,95","737,96"
9278,,"17,70","73,10","Jardim Bom Clima : Escola Estadual Professora Maria Augusta de Moraes Neves (São Paulo , RM São Paulo)",,2000,"0,704","0,727","0,802","0,598","9,95","737,96"
9279,,"22,20","70,65","Jardim Bom Clima : Escola estadual Professor Arthur Wolff Netto (São Paulo , RM São Paulo)",,2000,"0,647","0,668","0,761","0,534","10,46","511,09"
9280,,"17,70","73,10","Jardim Bom Clima : Escola Estadual Professor Joao Maria Pires de Aguiar / Escola Estadual Professora Lais Amaral Vicente (São Paulo , RM São Paulo)",,2000,"0,704","0,727","0,802","0,598","9,95","737,96"
9281,,"15,60","74,34","Jardim Bom Clima : Escola Estadual Professor Pedro Calil Padis (São Paulo , RM São Paulo)",,2000,"0,726","0,761","0,822","0,611","10,54","911,54"
9282,,"22,30","70,60","Jardim Bom Clima / Jabaquara : Condominio Portal do Jabaquara (São Paulo , RM São Paulo)",,2000,"0,627","0,653","0,760","0,497","9,52","466,67"
9283,,"15,60","74,34","Jardim Bom Clima / Jabaquara : Edificio Abaeté / Votoruna / Itapeva / Ibirá (São Paulo , RM São Paulo)",,2000,"0,726","0,761","0,822","0,611","10,54","911,54"
9284,,"11,20","77,38","Jardim Bom Clima / Jabaquara : Edifício Imigrantes (São Paulo , RM São Paulo)",,2000,"0,849","0,895","0,873","0,784","11,35","2098,93"
9285,,"12,60","76,38","Jardim Bom Clima / Jabaquara : Rua Das Guassatungas / Rua Cinco de Outubro (São Paulo , RM São Paulo)",,2000,"0,800","0,832","0,856","0,719","11,19","1416,14"
9286,,"23,90","69,82","Jardim Bom Clima / Jabaquara : Vilagge Santa Catarina (São Paulo , RM São Paulo)",,2000,"0,613","0,659","0,747","0,468","8,86","482,05"
9287,,"12,60","76,38","Jardim Bom Clima : Parque Nabuco (São Paulo , RM São Paulo)",,2000,"0,800","0,832","0,856","0,719","11,19","1416,14"
9288,,"12,40","76,52","Jardim Bonfiglioli : Favela / Rua Sebastião Martins / Rua Roberto Valentino de Camargo (São Paulo , RM São Paulo)",,2000,"0,818","0,842","0,859","0,758","11,36","1509,30"
9289,,"25,40","69,14","Jardim Bonfiglioli : Parque Luis Carlos Prestes (São Paulo , RM São Paulo)",,2000,"0,608","0,641","0,736","0,477","9,35","432,08"
9290,,"10,80","77,70","Jardim Bonfiglioli / Rio Pequeno (São Paulo , RM São Paulo)",,2000,"0,880","0,937","0,878","0,827","11,46","2722,00"
9291,,"11,20","77,41","Jardim Bonfiglioli : Shopping Small Center (São Paulo , RM São Paulo)",,2000,"0,841","0,895","0,874","0,760","11,37","2102,41"
9292,,"13,10","75,98","Jardim Brasil : Centro de Educação Infantil Doutor Francisco Marcondes de Oliveira / Escola Estadual Província de Nagasaki / Escola Estadual Eurípedes de Castro / Escola Municipal Luís Gama / Escola Estadual Gustavo Barroso (São Paulo , RM São Paulo)",,2000,"0,778","0,810","0,850","0,685","10,86","1232,96"
9293,,"20,00","71,82","Jardim Brasil : Decisao Colegio (São Paulo , RM São Paulo)",,2000,"0,667","0,675","0,780","0,563","10,68","533,67"
9294,,"26,90","68,46","Jardim Brasil : Escola Estadual Professor Lael de Moura Prado (São Paulo , RM São Paulo)",,2000,"0,583","0,627","0,724","0,437","9,32","396,43"
9295,,"13,10","75,98","Jardim Brasil : Rua Carlos dos Santos (São Paulo , RM São Paulo)",,2000,"0,778","0,810","0,850","0,685","10,86","1232,96"
9296,,"29,70","67,27","Jardim Brasil : Rua Itamonte (São Paulo , RM São Paulo)",,2000,"0,560","0,603","0,705","0,414","8,32","340,67"
9297,,"26,90","68,46","Jardim Brasil : Shopping Rodo Shop (São Paulo , RM São Paulo)",,2000,"0,583","0,627","0,724","0,437","9,32","396,43"
9298,,"17,20","73,40","Jardim Cambará : Cemitério Israelita do Butantã (São Paulo , RM São Paulo)",,2000,"0,709","0,738","0,807","0,599","9,98","788,22"
9299,,"25,40","69,14","Jardim Cambará : Condomínio Residencial Império I (São Paulo , RM São Paulo)",,2000,"0,608","0,641","0,736","0,477","9,35","432,08"
9300,,"11,70","77,03","Jardim Cambará : Escola de Educação Infantil Fazendinha Encantada S/C Lt (São Paulo , RM São Paulo)",,2000,"0,798","0,870","0,867","0,673","10,53","1799,73"
9301,,"10,60","77,86","Jardim Cambará : Escola de Educacao Infantil Passo A Passo S/C Ltda / Creche Nossa Senhora de Fatima (São Paulo , RM São Paulo)",,2000,"0,868","0,971","0,881","0,764","11,03","3375,11"
9302,,"15,00","74,76","Jardim Cambará : Escola Estadual Centro Atend Socioeduc Ao Adolescente Jatoba 28 UI / Escola Estadual Centro Atend Socioeduc Ao Adolescente Cedro UI (São Paulo , RM São Paulo)",,2000,"0,745","0,773","0,829","0,644","11,16","982,50"
9303,,"12,30","76,55","Jardim Cambará : Escola Estadual Professor Luiz Cintra do Prado (São Paulo , RM São Paulo)",,2000,"0,801","0,846","0,859","0,708","11,15","1546,80"
9304,,"15,00","74,76","Jardim Cambará : Escola Municipal de Ensino Fundamental Professora Eda Terezinha Chica Medeiros (São Paulo , RM São Paulo)",,2000,"0,745","0,773","0,829","0,644","11,16","982,50"
9305,,"18,80","72,44","Jardim Cambará: Favela Serra Pelada (São Paulo , RM São Paulo)",,2000,"0,691","0,708","0,791","0,590","10,55","657,09"
9306,,"30,60","66,86","Jardim Cambará : Parque Raposo Tavares (São Paulo , RM São Paulo)",,2000,"0,529","0,583","0,698","0,364","8,74","301,03"
9307,,"19,00","72,35","Jardim Cambará : Rua Artur Ferreira de Abreu (São Paulo , RM São Paulo)",,2000,"0,691","0,699","0,789","0,597","10,42","619,13"
9308,,"25,40","69,14","Jardim Cambará : Rua Capivari Mirim (São Paulo , RM São Paulo)",,2000,"0,608","0,641","0,736","0,477","9,35","432,08"
9309,,"13,50","75,75","Jardim Cambará : Travessia Túlio Quintiliano / Conjunto Habitacional (São Paulo , RM São Paulo)",,2000,"0,781","0,801","0,846","0,702","11,68","1166,67"
9310,,"15,00","74,76","Jardim Capela (São Paulo , RM São Paulo)",,2000,"0,745","0,773","0,829","0,644","11,16","982,50"
9311,,"25,90","68,92","Jardim Capela : Escola Estadual Professora Amelia Kerr Nogueira (São Paulo , RM São Paulo)",,2000,"0,568","0,638","0,732","0,393","8,46","423,52"
9312,,"29,20","67,46","Jardim Capela : Escola Municipal Jardim Capela Creche Municipal (São Paulo , RM São Paulo)",,2000,"0,522","0,607","0,708","0,331","8,63","350,59"
9313,,"22,10","70,73","Jardim Capela / MBoi Mirim : Chácara Aquarius (São Paulo , RM São Paulo)",,2000,"0,631","0,657","0,762","0,503","10,11","476,09"
9314,,--,--,"Jardim Capela / MBoi Mirim : Estrada do MBoi Mirim (São Paulo , RM São Paulo)",,2000,--,--,--,--,--,--
9315,,"25,30","69,17","Jardim Capela / MBoi Mirim : Rua Vasco da Gama / Rua Augusto Avelino de Morais (São Paulo , RM São Paulo)",,2000,"0,612","0,642","0,736","0,484","9,65","433,82"
