,codigo,inf_mortality,life_ex,locale,locale_type,year,MHDI,MHDI_income,MHDI_life_ex,MHDI_education,education,income
6418,,26.15,69.05,Mucurici (ES),,2000,0.558,0.634,0.734,0.373,8.93,414.43
6419,,26.15,69.05,Muniz Freire (ES),,2000,0.519,0.525,0.734,0.362,8.90,209.38
6420,,27.29,68.63,Muqui (ES),,2000,0.540,0.654,0.727,0.332,8.17,467.10
6421,,26.21,69.03,Nova Venécia (ES),,2000,0.589,0.640,0.734,0.434,8.30,427.99
6422,,15.59,73.50,Pancas (ES),,2000,0.627,0.642,0.808,0.476,10.00,433.36
6423,,28.72,68.12,Pedro Canário (ES),,2000,0.527,0.585,0.719,0.348,7.85,305.33
6424,,26.18,69.04,Pinheiros (ES),,2000,0.544,0.573,0.734,0.383,8.84,283.72
6425,,26.85,68.79,Piúma (ES),,2000,0.567,0.591,0.730,0.422,9.68,316.24
6426,,18.80,72.02,Ponto Belo (ES),,2000,0.624,0.658,0.784,0.472,9.32,480.79
6427,,33.50,66.50,Presidente Kennedy (ES),,2000,0.547,0.576,0.692,0.411,9.22,288.62
6428,,31.72,67.09,Rio Bananal (ES),,2000,0.532,0.584,0.702,0.367,9.24,302.80
6429,,25.83,69.17,Rio Novo do Sul (ES),,2000,0.567,0.636,0.736,0.390,9.11,417.63
6430,,20.47,71.30,Santa Leopoldina (ES),,2000,0.593,0.625,0.772,0.432,8.43,390.85
6431,,28.72,68.12,Santa Maria de Jetibá (ES),,2000,0.468,0.576,0.719,0.248,8.31,287.99
6432,,23.28,70.15,Santa Teresa (ES),,2000,0.502,0.642,0.753,0.262,7.59,434.18
6433,,15.59,73.50,São Domingos do Norte (ES),,2000,0.620,0.675,0.808,0.437,9.39,532.31
6434,,26.85,68.79,São Gabriel da Palha (ES),,2000,0.562,0.590,0.730,0.413,9.51,313.90
6435,,22.34,70.53,São José do Calçado (ES),,2000,0.617,0.656,0.759,0.472,9.81,475.10
6436,,22.65,70.40,São Mateus (ES),,2000,0.608,0.635,0.757,0.467,9.16,416.83
6437,,21.86,70.72,São Roque do Canaã (ES),,2000,0.610,0.651,0.762,0.458,9.20,459.54
6438,,22.34,70.53,Serra (ES),,2000,0.603,0.620,0.759,0.467,9.85,378.34
6439,,15.59,73.50,Sooretama (ES),,2000,0.634,0.655,0.808,0.482,9.75,472.25
6440,,28.72,68.12,Vargem Alta (ES),,2000,0.523,0.591,0.719,0.337,8.19,316.51
6441,,24.76,69.58,Venda Nova do Imigrante (ES),,2000,0.555,0.621,0.743,0.370,8.10,381.72
6442,,26.73,70.74,Viana (ES),,2000,0.654,0.690,0.762,0.533,9.45,586.55
6443,,26.85,68.79,Vila Pavão (ES),,2000,0.592,0.608,0.730,0.468,9.73,351.80
6444,,28.72,68.12,Vila Valério (ES),,2000,0.518,0.561,0.719,0.344,9.47,262.74
6445,,27.29,68.63,Vila Velha (ES),,2000,0.515,0.617,0.727,0.305,7.92,373.04
6446,,18.80,72.02,Vitória (ES),,2000,0.709,0.755,0.784,0.603,10.44,877.60
6447,,26.73,70.74,Abadia de Goiás (GO),,2000,0.759,0.820,0.762,0.700,10.59,1315.63
6448,,25.00,70.87,Abadiânia (GO),,2000,0.569,0.623,0.765,0.386,9.48,385.66
6449,,29.70,68.81,Acreúna (GO),,2000,0.503,0.598,0.730,0.292,7.83,330.07
6450,,22.70,71.96,Adelândia (GO),,2000,0.571,0.665,0.783,0.358,8.78,500.67
6451,,32.50,67.69,Água Fria de Goiás (GO),,2000,0.529,0.582,0.712,0.357,9.26,299.33
6452,,28.00,69.51,Água Limpa (GO),,2000,0.481,0.599,0.742,0.250,6.72,332.03
6453,,25.80,70.49,Águas Lindas de Goiás (GO),,2000,0.585,0.639,0.758,0.414,8.31,426.11
6454,,24.66,70.74,Alexânia (GO),,2000,0.497,0.583,0.762,0.277,7.26,300.59
6455,,29.10,69.07,Aloândia (GO),,2000,0.520,0.600,0.735,0.318,8.15,335.05
6456,,26.10,70.35,Alto Horizonte (GO),,2000,0.587,0.668,0.756,0.400,8.36,510.75
6457,,21.30,72.69,Alto Paraíso de Goiás (GO),,2000,0.557,0.585,0.795,0.371,9.75,305.61
6458,,22.20,72.20,Alvorada do Norte (GO),,2000,0.572,0.640,0.787,0.371,7.71,428.31
6459,,34.00,67.12,Amaralina (GO),,2000,0.533,0.587,0.702,0.367,8.61,308.86
6460,,26.80,70.05,Americano do Brasil (GO),,2000,0.484,0.558,0.751,0.270,6.60,257.16
6461,,26.30,70.26,Amorinópolis (GO),,2000,0.591,0.658,0.754,0.416,9.79,481.55
6462,,32.40,67.72,Anápolis (GO),,2000,0.559,0.605,0.712,0.406,10.24,344.85
6463,,23.88,71.54,Anhanguera (GO),,2000,0.641,0.691,0.776,0.491,9.73,589.77
6464,,24.00,71.35,Anicuns (GO),,2000,0.589,0.635,0.773,0.417,9.47,415.18
6465,,22.80,71.90,Aparecida de Goiânia (GO),,2000,0.598,0.642,0.782,0.426,8.77,434.18
6466,,23.51,71.71,Aparecida do Rio Doce (GO),,2000,0.582,0.628,0.779,0.403,8.99,399.29
6467,,22.30,72.17,Aporé (GO),,2000,0.565,0.632,0.786,0.363,8.20,409.31
6468,,21.00,72.85,Araçu (GO),,2000,0.574,0.698,0.798,0.339,8.85,616.48
6469,,23.10,71.76,Aragarças (GO),,2000,0.567,0.580,0.779,0.403,10.20,295.28
6470,,25.00,70.85,Aragoiânia (GO),,2000,0.594,0.619,0.764,0.443,9.07,376.09
6471,,27.10,69.92,Araguapaz (GO),,2000,0.562,0.622,0.749,0.381,8.62,384.34
6472,,28.00,69.53,Arenópolis (GO),,2000,0.553,0.651,0.742,0.351,8.35,459.66
6473,,33.30,67.37,Aruanã (GO),,2000,0.534,0.612,0.706,0.353,9.76,360.40
6474,,26.10,70.37,Aurilândia (GO),,2000,0.504,0.607,0.756,0.279,7.61,349.01
6475,,25.60,70.60,Avelinópolis (GO),,2000,0.588,0.597,0.760,0.447,10.15,327.63
6476,,25.00,70.85,Baliza (GO),,2000,0.559,0.620,0.764,0.368,8.43,378.97
6477,,27.10,69.92,Barro Alto (GO),,2000,0.490,0.598,0.749,0.263,8.47,330.53
6478,,21.90,72.36,Bela Vista de Goiás (GO),,2000,0.543,0.569,0.789,0.356,8.75,275.22
6479,,23.80,71.41,Bom Jardim de Goiás (GO),,2000,0.560,0.623,0.774,0.365,8.35,386.79
6480,,29.00,69.10,Bom Jesus de Goiás (GO),,2000,0.542,0.609,0.735,0.356,8.65,354.70
6481,,22.80,71.90,Bonfinópolis (GO),,2000,0.570,0.654,0.782,0.363,8.47,468.04
6482,,23.40,71.62,Bonópolis (GO),,2000,0.548,0.626,0.777,0.338,7.57,394.13
6483,,34.30,67.01,Brazabrantes (GO),,2000,0.451,0.559,0.700,0.234,7.78,259.39
6484,,29.60,68.87,Britânia (GO),,2000,0.538,0.582,0.731,0.367,8.66,298.58
6485,,23.60,71.51,Buriti Alegre (GO),,2000,0.548,0.604,0.775,0.351,9.82,343.94
6486,,24.40,71.12,Buriti de Goiás (GO),,2000,0.589,0.642,0.769,0.414,9.78,433.70
6487,,31.70,68.01,Buritinópolis (GO),,2000,0.530,0.552,0.717,0.377,8.73,248.59
6488,,27.00,69.98,Cabeceiras (GO),,2000,0.433,0.431,0.750,0.252,8.05,116.72
6489,,34.00,67.10,Cachoeira Alta (GO),,2000,0.546,0.579,0.702,0.400,9.11,293.23
6490,,26.90,70.02,Cachoeira de Goiás (GO),,2000,0.579,0.675,0.750,0.384,9.17,533.77
6491,,30.40,68.53,Cachoeira Dourada (GO),,2000,0.575,0.594,0.726,0.440,8.84,321.63
6492,,22.90,71.89,Caçu (GO),,2000,0.589,0.644,0.782,0.406,7.76,439.47
6493,,22.20,72.24,Caiapônia (GO),,2000,0.621,0.680,0.787,0.448,9.37,550.81
6494,,22.70,71.99,Caldas Novas (GO),,2000,0.562,0.617,0.783,0.367,8.47,372.39
6495,,26.20,70.32,Caldazinha (GO),,2000,0.623,0.718,0.755,0.446,9.13,698.72
6496,,23.40,71.62,Campestre de Goiás (GO),,2000,0.542,0.661,0.777,0.310,8.14,488.23
6497,,27.40,69.77,Campinaçu (GO),,2000,0.524,0.584,0.746,0.330,8.92,302.37
6498,,27.00,69.98,Campinorte (GO),,2000,0.494,0.552,0.750,0.292,7.90,248.24
6499,,28.40,69.38,Campo Alegre de Goiás (GO),,2000,0.547,0.596,0.740,0.372,9.14,325.63
6500,,27.10,69.94,Campo Limpo de Goiás (GO),,2000,0.608,0.693,0.749,0.432,9.30,596.02
6501,,25.20,70.76,Campos Belos (GO),,2000,0.495,0.583,0.763,0.272,7.26,301.89
6502,,31.20,68.22,Campos Verdes (GO),,2000,0.511,0.577,0.720,0.322,8.26,290.20
6503,,34.30,67.01,Carmo do Rio Verde (GO),,2000,0.519,0.571,0.700,0.350,9.23,278.73
6504,,26.70,70.10,Castelândia (GO),,2000,0.578,0.597,0.752,0.431,8.92,328.06
6505,,23.70,71.48,Catalão (GO),,2000,0.546,0.643,0.775,0.326,8.38,437.76
6506,,19.90,73.43,Caturaí (GO),,2000,0.662,0.694,0.807,0.519,9.99,600.38
6507,,28.00,69.54,Cavalcante (GO),,2000,0.527,0.585,0.742,0.338,8.03,304.88
6508,,32.70,67.61,Ceres (GO),,2000,0.396,0.509,0.710,0.172,4.31,190.08
6509,,20.40,73.15,Cezarina (GO),,2000,0.654,0.690,0.803,0.504,9.82,584.82
6510,,24.50,71.12,Chapadão do Céu (GO),,2000,0.581,0.615,0.769,0.414,8.18,366.50
6511,,20.80,72.90,Cidade Ocidental (GO),,2000,0.618,0.664,0.798,0.445,9.45,498.64
6512,,21.10,72.79,Cocalzinho de Goiás (GO),,2000,0.638,0.670,0.797,0.486,9.31,516.37
6513,,29.00,69.11,Colinas do Sul (GO),,2000,0.506,0.567,0.735,0.310,8.32,272.38
6514,,34.10,67.09,Córrego do Ouro (GO),,2000,0.472,0.532,0.702,0.282,7.33,219.60
6515,,24.90,70.91,Corumbá de Goiás (GO),,2000,0.550,0.578,0.765,0.377,7.86,291.65
6516,,27.50,69.76,Corumbaíba (GO),,2000,0.500,0.616,0.746,0.272,8.16,370.44
6517,,22.30,72.17,Cristalina (GO),,2000,0.573,0.637,0.786,0.376,8.32,421.22
6518,,22.10,72.25,Cristianópolis (GO),,2000,0.578,0.646,0.788,0.380,8.25,444.33
6519,,21.90,72.36,Crixás (GO),,2000,0.623,0.656,0.789,0.467,8.73,475.50
6520,,22.30,72.14,Cromínia (GO),,2000,0.565,0.597,0.786,0.384,8.57,328.92
6521,,21.90,72.35,Cumari (GO),,2000,0.617,0.640,0.789,0.466,10.16,429.74
6522,,22.30,72.17,Damianópolis (GO),,2000,0.625,0.628,0.786,0.495,10.59,398.66
6523,,25.00,70.89,Damolândia (GO),,2000,0.496,0.481,0.765,0.332,7.48,159.55
6524,,31.10,68.25,Davinópolis (GO),,2000,0.563,0.560,0.721,0.443,9.12,261.54
6525,,22.50,72.06,Diorama (GO),,2000,0.587,0.576,0.784,0.449,10.66,287.47
6526,,24.90,70.91,Divinópolis de Goiás (GO),,2000,0.558,0.602,0.765,0.377,9.70,339.33
6527,,25.40,70.68,Doverlândia (GO),,2000,0.521,0.509,0.761,0.365,8.71,190.44
6528,,23.50,71.57,Edealina (GO),,2000,0.504,0.608,0.776,0.272,7.83,351.80
6529,,22.40,72.11,Edéia (GO),,2000,0.600,0.649,0.785,0.425,8.47,454.94
6530,,25.40,70.70,Estrela do Norte (GO),,2000,0.589,0.676,0.762,0.397,9.20,537.33
6531,,21.30,72.69,Faina (GO),,2000,0.550,0.607,0.795,0.344,7.44,349.54
6532,,26.00,70.40,Fazenda Nova (GO),,2000,0.504,0.597,0.757,0.283,8.58,329.40
6533,,28.60,69.27,Firminópolis (GO),,2000,0.573,0.593,0.738,0.430,10.62,320.79
6534,,30.40,68.53,Flores de Goiás (GO),,2000,0.610,0.619,0.726,0.505,10.36,375.67
6535,,34.90,66.79,Formosa (GO),,2000,0.447,0.543,0.697,0.236,7.50,234.37
6536,,23.60,71.54,Formoso (GO),,2000,0.598,0.653,0.776,0.422,8.47,466.29
6537,,28.20,69.44,Gameleira de Goiás (GO),,2000,0.576,0.600,0.741,0.430,9.66,334.55
6538,,21.80,72.43,Goianápolis (GO),,2000,0.446,0.666,0.791,0.168,5.68,504.61
6539,,33.10,67.45,Goiandira (GO),,2000,0.507,0.568,0.708,0.324,8.29,273.71
6540,,21.90,72.35,Goianésia (GO),,2000,0.639,0.645,0.789,0.512,10.21,441.64
6541,,27.10,69.92,Goiânia (GO),,2000,0.571,0.629,0.749,0.396,9.05,401.84
6542,,20.79,72.73,Goianira (GO),,2000,0.715,0.776,0.796,0.591,10.09,1001.94
6543,,28.60,69.28,Goiás (GO),,2000,0.566,0.614,0.738,0.401,8.52,365.72
6544,,25.70,70.56,Goiatuba (GO),,2000,0.563,0.625,0.759,0.376,8.70,392.11
6545,,19.70,73.52,Gouvelândia (GO),,2000,0.628,0.711,0.809,0.430,9.11,667.28
6546,,22.10,72.25,Guapó (GO),,2000,0.545,0.610,0.788,0.336,9.13,355.77
6547,,28.00,69.54,Guaraíta (GO),,2000,0.538,0.617,0.742,0.341,7.88,371.70
6548,,34.80,66.82,Guarani de Goiás (GO),,2000,0.523,0.536,0.697,0.383,9.91,224.08
6549,,33.30,67.40,Guarinos (GO),,2000,0.448,0.490,0.707,0.259,7.69,168.62
6550,,25.50,70.62,Heitoraí (GO),,2000,0.505,0.579,0.760,0.293,9.23,293.30
6551,,26.60,70.14,Hidrolândia (GO),,2000,0.588,0.624,0.752,0.433,8.71,389.58
6552,,25.20,70.76,Hidrolina (GO),,2000,0.566,0.636,0.763,0.374,9.03,417.54
6553,,26.70,70.10,Iaciara (GO),,2000,0.545,0.669,0.752,0.322,8.32,515.09
6554,,27.20,69.89,Inaciolândia (GO),,2000,0.496,0.556,0.748,0.294,7.92,254.15
6555,,25.30,70.75,Indiara (GO),,2000,0.542,0.598,0.763,0.349,9.02,329.72
6556,,24.50,71.12,Inhumas (GO),,2000,0.545,0.622,0.769,0.338,8.50,382.85
6557,,20.70,72.98,Ipameri (GO),,2000,0.616,0.668,0.800,0.437,8.41,511.17
6558,,26.30,70.28,Ipiranga de Goiás (GO),,2000,0.574,0.637,0.755,0.394,8.87,420.49
6559,,25.40,70.68,Iporá (GO),,2000,0.559,0.586,0.761,0.392,9.80,306.54
6560,,25.30,70.75,Israelândia (GO),,2000,0.614,0.651,0.763,0.465,9.94,459.97
6561,,25.50,70.66,Itaberaí (GO),,2000,0.538,0.584,0.761,0.351,9.27,302.38
6562,,25.20,70.76,Itaguari (GO),,2000,0.589,0.670,0.763,0.399,8.58,515.86
6563,,31.80,67.95,Itaguaru (GO),,2000,0.577,0.630,0.716,0.425,8.39,403.97
6564,,31.20,68.22,Itajá (GO),,2000,0.591,0.649,0.720,0.442,10.58,452.63
6565,,22.80,71.94,Itapaci (GO),,2000,0.568,0.644,0.782,0.363,8.77,439.47
6566,,26.00,70.39,Itapirapuã (GO),,2000,0.557,0.603,0.757,0.378,9.23,340.41
6567,,23.70,71.47,Itapuranga (GO),,2000,0.541,0.581,0.775,0.351,8.99,298.14
6568,,24.10,71.29,Itarumã (GO),,2000,0.593,0.642,0.772,0.420,9.54,435.65
6569,,26.00,70.43,Itauçu (GO),,2000,0.588,0.686,0.757,0.391,7.03,571.81
6570,,22.50,72.06,Itumbiara (GO),,2000,0.611,0.589,0.784,0.495,9.78,311.95
6571,,19.00,73.90,Ivolândia (GO),,2000,0.656,0.686,0.815,0.505,10.12,570.50
6572,,24.30,71.19,Jandaia (GO),,2000,0.563,0.602,0.770,0.384,8.47,339.74
6573,,21.10,72.75,Jaraguá (GO),,2000,0.590,0.616,0.796,0.418,9.55,370.66
6574,,30.50,68.47,Jataí (GO),,2000,0.560,0.621,0.725,0.390,7.60,381.84
6575,,18.90,73.94,Jaupaci (GO),,2000,0.627,0.696,0.816,0.435,8.92,606.33
6576,,32.40,67.72,Jesúpolis (GO),,2000,0.553,0.572,0.712,0.415,10.07,281.89
6577,,34.90,66.79,Joviânia (GO),,2000,0.550,0.586,0.697,0.407,9.57,307.34
6578,,24.70,71.01,Jussara (GO),,2000,0.637,0.714,0.767,0.473,9.36,679.64
6579,,19.70,73.52,Lagoa Santa (GO),,2000,0.598,0.637,0.809,0.414,8.99,421.03
6580,,19.00,73.90,Leopoldo de Bulhões (GO),,2000,0.559,0.585,0.815,0.366,10.06,305.10
6581,,28.70,69.23,Luziânia (GO),,2000,0.523,0.622,0.737,0.312,7.64,383.49
6582,,23.22,71.74,Mairipotaba (GO),,2000,0.550,0.639,0.779,0.334,8.21,425.48
6583,,21.90,72.35,Mambaí (GO),,2000,0.627,0.671,0.789,0.465,9.54,520.63
6584,,32.30,67.78,Mara Rosa (GO),,2000,0.431,0.506,0.713,0.222,7.41,187.01
6585,,24.00,71.33,Marzagão (GO),,2000,0.540,0.584,0.772,0.350,8.31,302.99
6586,,23.00,71.80,Matrinchã (GO),,2000,0.614,0.638,0.780,0.465,9.34,422.87
6587,,25.20,70.78,Maurilândia (GO),,2000,0.515,0.582,0.763,0.307,8.30,299.66
6588,,24.00,71.36,Mimoso de Goiás (GO),,2000,0.546,0.607,0.773,0.347,9.04,350.10
6589,,30.00,68.70,Minaçu (GO),,2000,0.445,0.525,0.728,0.231,8.13,210.50
6590,,24.10,71.30,Mineiros (GO),,2000,0.559,0.619,0.772,0.365,8.01,375.51
6591,,21.70,72.49,Moiporá (GO),,2000,0.590,0.687,0.792,0.378,8.12,574.37
6592,,25.20,70.79,Monte Alegre de Goiás (GO),,2000,0.575,0.612,0.763,0.408,10.48,360.26
6593,,33.30,67.40,Montes Claros de Goiás (GO),,2000,0.418,0.503,0.707,0.206,6.92,183.46
6594,,23.20,71.71,Montividiu (GO),,2000,0.563,0.623,0.779,0.367,9.27,387.32
6595,,22.30,72.15,Montividiu do Norte (GO),,2000,0.578,0.660,0.786,0.372,9.29,485.95
6596,,33.10,67.45,Morrinhos (GO),,2000,0.451,0.512,0.708,0.253,6.93,192.97
6597,,20.30,73.18,Morro Agudo de Goiás (GO),,2000,0.623,0.717,0.803,0.419,9.18,693.12
6598,,33.30,67.40,Mossâmedes (GO),,2000,0.535,0.567,0.707,0.383,7.08,273.24
6599,,22.20,72.21,Mozarlândia (GO),,2000,0.587,0.633,0.787,0.407,10.37,411.38
6600,,28.00,69.52,Mundo Novo (GO),,2000,0.562,0.620,0.742,0.385,8.17,379.08
6601,,30.40,68.50,Mutunópolis (GO),,2000,0.446,0.575,0.725,0.213,7.85,286.61
6602,,33.70,67.25,Nazário (GO),,2000,0.528,0.589,0.704,0.354,9.09,311.87
6603,,22.30,72.17,Nerópolis (GO),,2000,0.574,0.634,0.786,0.379,9.64,413.83
6604,,23.40,71.62,Niquelândia (GO),,2000,0.616,0.650,0.777,0.462,9.49,458.18
6605,,27.00,69.95,Nova América (GO),,2000,0.555,0.627,0.749,0.365,8.82,397.10
6606,,28.80,69.20,Nova Aurora (GO),,2000,0.514,0.571,0.737,0.323,9.43,279.46
6607,,22.50,72.06,Nova Crixás (GO),,2000,0.651,0.649,0.784,0.541,10.37,453.01
6608,,27.40,69.77,Nova Glória (GO),,2000,0.479,0.621,0.746,0.237,7.19,380.58
6609,,24.66,70.74,Nova Iguaçu de Goiás (GO),,2000,0.557,0.577,0.762,0.393,8.88,289.95
6610,,33.10,67.45,Nova Roma (GO),,2000,0.514,0.591,0.708,0.324,7.89,315.74
6611,,26.50,70.20,Nova Veneza (GO),,2000,0.486,0.492,0.753,0.309,8.50,170.82
6612,,29.70,68.82,Novo Brasil (GO),,2000,0.549,0.593,0.730,0.382,8.78,320.19
6613,,27.20,69.86,Novo Gama (GO),,2000,0.550,0.611,0.748,0.364,9.66,359.16
6614,,29.10,69.07,Novo Planalto (GO),,2000,0.546,0.619,0.735,0.357,7.83,377.16
6615,,29.60,68.84,Orizona (GO),,2000,0.536,0.553,0.731,0.381,8.31,249.70
6616,,25.40,70.67,Ouro Verde de Goiás (GO),,2000,0.577,0.657,0.761,0.385,8.36,476.94
6617,,30.80,68.34,Ouvidor (GO),,2000,0.523,0.590,0.722,0.335,7.90,313.78
6618,,21.90,72.35,Padre Bernardo (GO),,2000,0.636,0.631,0.789,0.516,10.38,406.05
6619,,30.00,68.68,Palestina de Goiás (GO),,2000,0.484,0.598,0.728,0.261,7.98,331.05
6620,,29.10,69.07,Palmeiras de Goiás (GO),,2000,0.525,0.599,0.735,0.328,8.97,332.99
6621,,21.50,72.56,Palmelo (GO),,2000,0.606,0.613,0.793,0.457,9.47,363.59
6622,,21.90,72.36,Palminópolis (GO),,2000,0.602,0.638,0.789,0.433,9.31,425.16
6623,,27.30,69.81,Panamá (GO),,2000,0.579,0.631,0.747,0.412,9.74,406.79
6624,,30.80,68.34,Paranaiguara (GO),,2000,0.560,0.597,0.722,0.407,9.68,328.66
6625,,21.20,72.72,Paraúna (GO),,2000,0.582,0.668,0.795,0.371,8.50,512.07
6626,,25.90,70.45,Perolândia (GO),,2000,0.552,0.663,0.758,0.335,7.76,496.54
6627,,30.80,68.34,Petrolina de Goiás (GO),,2000,0.551,0.637,0.722,0.364,7.47,420.93
6628,,21.90,72.36,Pilar de Goiás (GO),,2000,0.562,0.621,0.789,0.363,8.66,381.50
6629,,28.50,69.32,Piracanjuba (GO),,2000,0.479,0.542,0.739,0.275,7.81,232.81
6630,,24.70,70.99,Piranhas (GO),,2000,0.577,0.662,0.767,0.378,8.95,490.75
6631,,23.80,71.46,Pirenópolis (GO),,2000,0.570,0.619,0.774,0.387,8.92,377.20
6632,,24.90,70.91,Pires do Rio (GO),,2000,0.565,0.610,0.765,0.387,8.33,356.28
6633,,23.50,71.60,Planaltina (GO),,2000,0.641,0.699,0.777,0.484,9.82,619.95
6634,,25.60,70.59,Pontalina (GO),,2000,0.508,0.602,0.760,0.286,7.81,338.63
6635,,23.20,71.74,Porangatu (GO),,2000,0.626,0.735,0.779,0.429,9.57,777.53
6636,,25.70,70.55,Porteirão (GO),,2000,0.602,0.694,0.759,0.415,9.27,602.11
6637,,21.90,72.35,Portelândia (GO),,2000,0.541,0.677,0.789,0.296,6.98,540.72
6638,,23.00,71.83,Posse (GO),,2000,0.553,0.642,0.781,0.337,8.96,434.91
6639,,27.20,69.87,Professor Jamil (GO),,2000,0.503,0.583,0.748,0.292,7.62,301.18
6640,,29.20,69.03,Quirinópolis (GO),,2000,0.563,0.616,0.734,0.394,8.80,370.03
6641,,22.20,72.24,Rialma (GO),,2000,0.613,0.659,0.787,0.445,9.80,483.03
6642,,25.30,70.72,Rianápolis (GO),,2000,0.614,0.714,0.762,0.425,8.12,681.41
6643,,27.10,69.91,Rio Quente (GO),,2000,0.573,0.615,0.749,0.408,8.53,368.38
6644,,24.40,71.17,Rio Verde (GO),,2000,0.612,0.607,0.770,0.491,8.16,349.03
6645,,23.95,73.13,Rubiataba (GO),,2000,0.633,0.713,0.802,0.444,9.10,675.96
6646,,29.80,68.75,Sanclerlândia (GO),,2000,0.592,0.627,0.729,0.455,9.83,396.18
6647,,23.30,71.69,Santa Bárbara de Goiás (GO),,2000,0.588,0.600,0.778,0.435,9.94,335.65
6648,,28.00,69.53,Santa Cruz de Goiás (GO),,2000,0.540,0.594,0.742,0.357,8.01,323.14
6649,,21.80,72.43,Santa Fé de Goiás (GO),,2000,0.573,0.670,0.791,0.355,8.70,516.31
6650,,19.70,73.52,Santa Helena de Goiás (GO),,2000,0.541,0.588,0.809,0.332,8.10,311.06
6651,,24.80,70.98,Santa Isabel (GO),,2000,0.582,0.642,0.766,0.400,9.47,433.79
6652,,29.90,68.71,Santa Rita do Araguaia (GO),,2000,0.566,0.584,0.729,0.425,10.23,303.27
6653,,20.40,73.14,Santa Rita do Novo Destino (GO),,2000,0.596,0.638,0.802,0.414,9.29,425.23
6654,,32.40,67.72,Santa Rosa de Goiás (GO),,2000,0.495,0.548,0.712,0.310,8.61,241.87
6655,,30.40,68.53,Santa Tereza de Goiás (GO),,2000,0.544,0.563,0.726,0.393,9.78,266.32
6656,,34.00,67.12,Santa Terezinha de Goiás (GO),,2000,0.587,0.624,0.702,0.462,9.45,389.30
6657,,30.80,68.37,Santo Antônio da Barra (GO),,2000,0.549,0.586,0.723,0.390,9.09,306.05
6658,,28.50,69.30,Santo Antônio de Goiás (GO),,2000,0.540,0.617,0.738,0.346,9.25,372.06
6659,,20.79,72.73,Santo Antônio do Descoberto (GO),,2000,0.619,0.644,0.796,0.462,7.26,439.87
6660,,26.20,70.31,São Domingos (GO),,2000,0.526,0.576,0.755,0.334,7.92,287.76
6661,,30.80,68.34,São Francisco de Goiás (GO),,2000,0.442,0.528,0.722,0.226,6.86,213.83
6662,,27.00,69.97,São João D'Aliança (GO),,2000,0.569,0.603,0.750,0.408,9.12,340.03
6663,,26.50,70.20,São João da Paraúna (GO),,2000,0.533,0.654,0.753,0.308,7.13,469.75
6664,,24.70,71.01,São Luís de Montes Belos (GO),,2000,0.635,0.681,0.767,0.490,10.21,555.53
6665,,24.40,71.15,São Luíz do Norte (GO),,2000,0.624,0.657,0.769,0.480,9.75,476.71
6666,,28.60,69.25,São Miguel do Araguaia (GO),,2000,0.494,0.564,0.738,0.290,8.55,268.07
6667,,30.70,68.41,São Miguel do Passa Quatro (GO),,2000,0.548,0.652,0.724,0.349,8.49,461.88
6668,,22.10,72.25,São Patrício (GO),,2000,0.560,0.614,0.788,0.363,9.21,364.98
6669,,32.00,67.89,São Simão (GO),,2000,0.523,0.562,0.715,0.356,8.21,264.44
6670,,23.20,71.74,Senador Canedo (GO),,2000,0.596,0.650,0.779,0.418,9.18,456.98
6671,,29.00,69.11,Serranópolis (GO),,2000,0.505,0.591,0.735,0.296,8.33,317.14
6672,,21.90,72.36,Silvânia (GO),,2000,0.563,0.668,0.789,0.338,7.92,510.02
6673,,20.70,72.99,Simolândia (GO),,2000,0.578,0.652,0.800,0.371,8.81,461.37
6674,,28.10,69.49,Sítio D'Abadia (GO),,2000,0.470,0.545,0.742,0.256,6.81,238.09
6675,,25.00,70.89,Taquaral de Goiás (GO),,2000,0.493,0.546,0.765,0.287,7.21,239.46
6676,,30.40,68.53,Teresina de Goiás (GO),,2000,0.584,0.635,0.726,0.431,8.16,416.97
6677,,30.80,68.38,Terezópolis de Goiás (GO),,2000,0.498,0.543,0.723,0.315,7.00,234.73
6678,,28.50,69.32,Três Ranchos (GO),,2000,0.535,0.594,0.739,0.348,7.89,322.73
6679,,19.50,73.64,Trindade (GO),,2000,0.598,0.611,0.811,0.431,8.98,358.22
6680,,23.40,71.62,Trombas (GO),,2000,0.568,0.616,0.777,0.383,8.14,369.43
6681,,26.80,70.05,Turvânia (GO),,2000,0.566,0.565,0.751,0.427,10.23,269.10
6682,,34.10,67.09,Turvelândia (GO),,2000,0.587,0.617,0.702,0.466,9.97,371.96
6683,,27.00,69.97,Uirapuru (GO),,2000,0.528,0.626,0.750,0.314,8.11,394.57
6684,,28.80,69.21,Uruaçu (GO),,2000,0.521,0.532,0.737,0.361,8.15,219.56
6685,,24.20,71.27,Uruana (GO),,2000,0.578,0.622,0.771,0.402,9.38,384.00
6686,,32.40,67.72,Urutaí (GO),,2000,0.554,0.628,0.712,0.380,8.71,398.48
6687,,27.40,69.78,Valparaíso de Goiás (GO),,2000,0.624,0.656,0.746,0.496,10.03,474.75
6688,,23.60,71.53,Varjão (GO),,2000,0.632,0.686,0.776,0.474,9.13,573.09
6689,,21.10,72.75,Vianópolis (GO),,2000,0.562,0.604,0.796,0.370,9.75,343.85
6690,,23.20,71.72,Vicentinópolis (GO),,2000,0.596,0.722,0.779,0.376,9.43,715.48
