,codigo,inf_mortality,life_ex,locale,locale_type,year,MHDI,MHDI_income,MHDI_life_ex,MHDI_education,education,income
3950,,24.64,67.61,Barão do Triunfo (RS),,1991,0.450,0.561,0.710,0.229,10.35,262.20
3951,,27.10,66.64,Barracão (RS),,1991,0.363,0.531,0.694,0.130,8.90,217.18
3952,,17.24,70.92,Barra do Guarita (RS),,1991,0.439,0.535,0.765,0.207,9.33,223.82
3953,,22.20,68.63,Barra do Quaraí (RS),,1991,0.410,0.489,0.727,0.194,7.73,167.34
3954,,33.16,64.47,Barra do Ribeiro (RS),,1991,0.479,0.655,0.658,0.255,8.34,470.36
3955,,24.29,67.75,Barra do Rio Azul (RS),,1991,0.479,0.628,0.713,0.246,10.20,398.58
3956,,21.47,68.95,Barra Funda (RS),,1991,0.443,0.556,0.733,0.214,10.59,255.13
3957,,20.15,69.54,Barros Cassal (RS),,1991,0.501,0.552,0.742,0.307,9.21,248.98
3958,,34.02,64.18,Benjamin Constant do Sul (RS),,1991,0.361,0.531,0.653,0.136,8.37,218.24
3959,,34.02,64.18,Bento Gonçalves (RS),,1991,0.312,0.423,0.653,0.110,8.91,111.09
3960,,15.92,71.59,Boa Vista das Missões (RS),,1991,0.612,0.711,0.777,0.415,11.26,668.58
3961,,26.74,66.78,Boa Vista do Buricá (RS),,1991,0.340,0.472,0.696,0.120,10.12,151.12
3962,,19.11,70.01,Boa Vista do Cadeado (RS),,1991,0.535,0.566,0.750,0.360,10.91,270.69
3963,,21.46,68.95,Boa Vista do Incra (RS),,1991,0.411,0.559,0.733,0.170,9.22,258.66
3964,,17.90,70.59,Boa Vista do Sul (RS),,1991,0.486,0.565,0.760,0.268,9.46,269
3965,,18.32,70.39,Bom Jesus (RS),,1991,0.491,0.618,0.757,0.253,9.09,374.64
3966,,32.16,64.81,Bom Princípio (RS),,1991,0.420,0.574,0.664,0.194,9.37,283.81
3967,,17.73,70.68,Bom Progresso (RS),,1991,0.520,0.639,0.761,0.289,10.64,426.49
3968,,22.44,68.53,Bom Retiro do Sul (RS),,1991,0.407,0.493,0.726,0.188,9.78,172.39
3969,,24.98,67.47,Boqueirão do Leão (RS),,1991,0.501,0.609,0.708,0.292,10.55,354.79
3970,,23.63,68.02,Bossoroca (RS),,1991,0.452,0.608,0.717,0.212,9.69,350.97
3971,,24.83,67.53,Bozano (RS),,1991,0.457,0.550,0.709,0.244,10.13,244.53
3972,,23.20,68.20,Braga (RS),,1991,0.447,0.547,0.720,0.227,9.94,240.36
3973,,34.02,64.18,Brochier (RS),,1991,0.375,0.463,0.653,0.175,9.20,142.59
3974,,17.87,70.61,Butiá (RS),,1991,0.471,0.581,0.760,0.237,10.57,296.93
3975,,25.51,67.26,Caçapava do Sul (RS),,1991,0.455,0.576,0.704,0.232,9.81,287.91
3976,,28.37,66.16,Cacequi (RS),,1991,0.494,0.596,0.686,0.294,10.18,326.29
3977,,30.87,65.26,Cachoeira do Sul (RS),,1991,0.491,0.579,0.671,0.305,9.65,293.37
3978,,18.03,70.53,Cachoeirinha (RS),,1991,0.546,0.659,0.759,0.326,10.06,482.26
3979,,21.46,68.95,Cacique Doble (RS),,1991,0.546,0.651,0.733,0.342,10.73,460.02
3980,,35.06,63.84,Caibaté (RS),,1991,0.424,0.524,0.647,0.225,10.04,208.04
3981,,22.07,68.68,Caiçara (RS),,1991,0.483,0.588,0.728,0.263,9.68,310.98
3982,,21.91,68.75,Camaquã (RS),,1991,0.471,0.577,0.729,0.248,10.80,290.15
3983,,27.90,66.34,Camargo (RS),,1991,0.469,0.624,0.689,0.240,10.31,389.50
3984,,19.01,70.06,Cambará do Sul (RS),,1991,0.457,0.626,0.751,0.203,10.01,392.73
3985,,25.25,67.37,Campestre da Serra (RS),,1991,0.476,0.586,0.706,0.260,9.93,306.81
3986,,17.28,70.90,Campina das Missões (RS),,1991,0.436,0.584,0.765,0.186,11.78,303.46
3987,,25.25,67.37,Campinas do Sul (RS),,1991,0.515,0.524,0.706,0.369,10.88,208.76
3988,,22.24,68.61,Campo Bom (RS),,1991,0.528,0.632,0.727,0.320,10.50,408.41
3989,,16.45,71.32,Campo Novo (RS),,1991,0.517,0.663,0.772,0.270,9.82,493.85
3990,,28.66,66.06,Campos Borges (RS),,1991,0.477,0.550,0.684,0.288,9.68,245.59
3991,,24.07,67.84,Candelária (RS),,1991,0.428,0.518,0.714,0.212,9.79,200.71
3992,,26.24,66.97,Cândido Godói (RS),,1991,0.428,0.571,0.700,0.196,9.34,280.11
3993,,17.87,70.61,Candiota (RS),,1991,0.491,0.531,0.760,0.294,10.84,218.33
3994,,18.76,70.18,Canela (RS),,1991,0.502,0.612,0.753,0.274,10.01,360.68
3995,,19.11,70.01,Canguçu (RS),,1991,0.494,0.634,0.750,0.253,10.28,413.97
3996,,27.33,66.55,Canoas (RS),,1991,0.381,0.555,0.693,0.144,9.35,252.47
3997,,21.46,68.95,Canudos do Vale (RS),,1991,0.556,0.671,0.733,0.349,10.37,521.50
3998,,18.10,70.50,Capão Bonito do Sul (RS),,1991,0.391,0.554,0.758,0.142,7.59,250.90
3999,,34.58,64,Capão da Canoa (RS),,1991,0.442,0.518,0.650,0.257,6.72,200.52
4000,,19.91,69.65,Capão do Cipó (RS),,1991,0.526,0.638,0.744,0.307,10.21,423.32
4001,,17.22,70.93,Capão do Leão (RS),,1991,0.383,0.559,0.766,0.131,8.14,259.87
4002,,24.48,67.67,Capela de Santana (RS),,1991,0.413,0.542,0.711,0.183,9.16,233.74
4003,,26.39,66.91,Capitão (RS),,1991,0.416,0.588,0.699,0.175,9.95,309.72
4004,,25.11,67.42,Capivari do Sul (RS),,1991,0.398,0.570,0.707,0.157,6.81,277
4005,,17.50,70.79,Caraá (RS),,1991,0.511,0.651,0.763,0.268,10.67,460.97
4006,,23.22,68.20,Carazinho (RS),,1991,0.370,0.523,0.720,0.135,8.55,207.10
4007,,25.71,67.18,Carlos Barbosa (RS),,1991,0.562,0.649,0.703,0.390,10.86,453.43
4008,,20.16,69.53,Carlos Gomes (RS),,1991,0.553,0.688,0.742,0.332,11.65,579.97
4009,,19.74,69.73,Casca (RS),,1991,0.423,0.600,0.746,0.169,10.40,334.32
4010,,19.16,70,Caseiros (RS),,1991,0.531,0.617,0.750,0.324,10.59,371.57
4011,,28.04,66.29,Catuípe (RS),,1991,0.415,0.541,0.688,0.192,9.27,232.52
4012,,18.60,70.26,Caxias do Sul (RS),,1991,0.542,0.636,0.754,0.332,10.86,419.15
4013,,18.42,70.34,Centenário (RS),,1991,0.594,0.728,0.756,0.381,10.69,740.85
4014,,18.66,70.23,Cerrito (RS),,1991,0.390,0.572,0.754,0.138,9.67,280.53
4015,,27.33,66.55,Cerro Branco (RS),,1991,0.415,0.569,0.693,0.181,10.02,276.03
4016,,26.74,66.78,Cerro Grande (RS),,1991,0.420,0.534,0.696,0.200,10.62,222.28
4017,,31.19,65.14,Cerro Grande do Sul (RS),,1991,0.388,0.458,0.669,0.190,9.73,138.01
4018,,26.09,67.03,Cerro Largo (RS),,1991,0.371,0.599,0.701,0.122,8.85,333.17
4019,,17.06,71.01,Chapada (RS),,1991,0.541,0.581,0.767,0.356,10.11,298.14
4020,,23.22,68.20,Charqueadas (RS),,1991,0.490,0.602,0.720,0.272,10.72,339.38
4021,,17.24,70.92,Charrua (RS),,1991,0.551,0.613,0.765,0.357,10.49,363.44
4022,,17.24,70.92,Chiapetta (RS),,1991,0.375,0.532,0.765,0.130,8.87,219.61
4023,,23.20,68.20,Chuí (RS),,1991,0.496,0.585,0.720,0.289,9.68,305.14
4024,,27.65,66.43,Chuvisca (RS),,1991,0.539,0.712,0.691,0.318,8.85,670.38
4025,,24.29,67.75,Cidreira (RS),,1991,0.296,0.550,0.713,0.066,6.19,244.93
4026,,25.25,67.37,Ciríaco (RS),,1991,0.466,0.621,0.706,0.231,8.68,381.85
4027,,26.23,66.98,Colinas (RS),,1991,0.446,0.550,0.700,0.230,10.24,245.90
4028,,19.55,69.81,Colorado (RS),,1991,0.535,0.619,0.747,0.331,6.36,375.94
4029,,22.25,68.61,Condor (RS),,1991,0.548,0.713,0.727,0.317,10.08,676.65
4030,,18.66,70.23,Constantina (RS),,1991,0.473,0.580,0.754,0.242,10.51,295.30
4031,,19.71,69.74,Coqueiro Baixo (RS),,1991,0.488,0.572,0.746,0.272,10.03,281.14
4032,,18.10,70.50,Coqueiros do Sul (RS),,1991,0.385,0.573,0.758,0.131,7.94,283.54
4033,,25.40,67.30,Coronel Barros (RS),,1991,0.422,0.508,0.705,0.210,4.47,188.24
4034,,17.64,70.72,Coronel Bicaco (RS),,1991,0.451,0.565,0.762,0.213,9.75,268.61
4035,,23.87,67.93,Coronel Pilar (RS),,1991,0.445,0.543,0.716,0.226,10.23,234.61
4036,,21.46,68.95,Cotiporã (RS),,1991,0.519,0.595,0.733,0.321,7.41,324.21
4037,,21.46,68.95,Coxilha (RS),,1991,0.505,0.639,0.733,0.275,10.35,425.67
4038,,19.11,70.01,Crissiumal (RS),,1991,0.415,0.558,0.750,0.171,9.02,257.70
4039,,22.20,68.63,Cristal (RS),,1991,0.469,0.568,0.727,0.250,10.26,274.73
4040,,23.40,68.12,Cristal do Sul (RS),,1991,0.433,0.641,0.719,0.176,9.59,432.59
4041,,29.27,65.83,Cruz Alta (RS),,1991,0.315,0.371,0.681,0.124,9.75,80.66
4042,,22.25,68.61,Cruzaltense (RS),,1991,0.559,0.653,0.727,0.368,10.76,465.53
4043,,24.64,67.61,Cruzeiro do Sul (RS),,1991,0.356,0.489,0.710,0.130,7.31,167.36
4044,,21.47,68.95,David Canabarro (RS),,1991,0.506,0.610,0.733,0.289,10.30,356.28
4045,,19.16,70,Derrubadas (RS),,1991,0.499,0.571,0.750,0.291,11.59,279.98
4046,,24.64,67.61,Dezesseis de Novembro (RS),,1991,0.361,0.436,0.710,0.152,9.04,120.60
4047,,27.87,66.35,Dilermando de Aguiar (RS),,1991,0.408,0.474,0.689,0.208,10.50,152.65
4048,,19.11,70.01,Dois Irmãos (RS),,1991,0.411,0.548,0.750,0.169,8.69,242.60
4049,,19.56,69.81,Dois Irmãos das Missões (RS),,1991,0.535,0.669,0.747,0.306,10.45,514.80
4050,,34.12,64.15,Dois Lajeados (RS),,1991,0.363,0.549,0.653,0.133,9.61,244.06
4051,,17.06,71.01,Dom Feliciano (RS),,1991,0.513,0.698,0.767,0.252,11.23,617.62
4052,,31.25,65.12,Dom Pedrito (RS),,1991,0.318,0.544,0.669,0.088,8.73,236.02
4053,,32.51,64.69,Dom Pedro de Alcântara (RS),,1991,0.515,0.611,0.662,0.337,10.25,357.69
4054,,23.89,67.91,Dona Francisca (RS),,1991,0.395,0.515,0.715,0.167,6.96,197.15
4055,,26.09,67.03,Doutor Maurício Cardoso (RS),,1991,0.479,0.618,0.701,0.253,9.94,374.57
4056,,23.04,68.27,Doutor Ricardo (RS),,1991,0.482,0.549,0.721,0.283,10.48,244.39
4057,,23.13,68.23,Eldorado do Sul (RS),,1991,0.405,0.557,0.721,0.165,8.02,256.03
4058,,24.64,67.61,Encantado (RS),,1991,0.480,0.619,0.710,0.252,9.67,376.80
4059,,16.45,71.32,Encruzilhada do Sul (RS),,1991,0.603,0.688,0.772,0.413,11.12,576.97
4060,,27.04,66.66,Engenho Velho (RS),,1991,0.431,0.578,0.694,0.199,9.34,292.40
4061,,30.31,65.46,Entre-Ijuís (RS),,1991,0.353,0.536,0.674,0.122,6.71,224.91
4062,,19.76,69.71,Entre Rios do Sul (RS),,1991,0.473,0.561,0.745,0.253,10.09,262.82
4063,,24.64,67.61,Erebango (RS),,1991,0.382,0.548,0.710,0.143,9.43,241.60
4064,,20.88,69.21,Erechim (RS),,1991,0.459,0.557,0.737,0.235,10.29,255.39
4065,,19.74,69.73,Ernestina (RS),,1991,0.578,0.686,0.746,0.378,10.44,572.01
4066,,22.20,68.63,Erval Grande (RS),,1991,0.475,0.555,0.727,0.266,10.95,252.96
4067,,17.28,70.90,Erval Seco (RS),,1991,0.338,0.531,0.765,0.095,9.35,218.05
4068,,23.13,68.23,Esmeralda (RS),,1991,0.434,0.509,0.721,0.223,10.58,189.41
4069,,19.45,69.86,Esperança do Sul (RS),,1991,0.478,0.569,0.748,0.257,11.02,275.42
4070,,34.38,64.06,Espumoso (RS),,1991,0.398,0.490,0.651,0.198,10.50,168.77
4071,,17.87,70.61,Estação (RS),,1991,0.519,0.636,0.760,0.289,10.57,418.51
4072,,19.44,69.86,Estância Velha (RS),,1991,0.534,0.600,0.748,0.340,11.60,334.94
4073,,17.90,70.59,Esteio (RS),,1991,0.537,0.676,0.760,0.301,9.66,538.54
4074,,20.15,69.54,Estrela (RS),,1991,0.589,0.675,0.742,0.409,10.83,534.58
4075,,19.08,70.03,Estrela Velha (RS),,1991,0.564,0.662,0.751,0.361,10.25,491.63
4076,,25.38,67.31,Eugênio de Castro (RS),,1991,0.374,0.489,0.705,0.152,10.12,167.42
4077,,17.90,70.59,Fagundes Varela (RS),,1991,0.469,0.563,0.760,0.241,10.40,265.25
4078,,15.40,71.86,Farroupilha (RS),,1991,0.473,0.629,0.781,0.215,10.39,401.66
4079,,16.47,71.31,Faxinal do Soturno (RS),,1991,0.560,0.708,0.772,0.321,10.24,654.14
4080,,21.16,69.08,Faxinalzinho (RS),,1991,0.540,0.594,0.735,0.360,10.72,322.24
4081,,32.98,64.53,Fazenda Vilanova (RS),,1991,0.408,0.514,0.659,0.201,10.62,195.65
4082,,23.71,67.99,Feliz (RS),,1991,0.429,0.609,0.717,0.181,9.81,354.43
4083,,17.73,70.68,Flores da Cunha (RS),,1991,0.563,0.683,0.761,0.343,10.73,559.75
4084,,17.68,70.70,Floriano Peixoto (RS),,1991,0.523,0.682,0.762,0.275,10.28,556.42
4085,,23.36,68.13,Fontoura Xavier (RS),,1991,0.347,0.536,0.719,0.108,9.41,225.22
4086,,21.26,69.04,Formigueiro (RS),,1991,0.331,0.501,0.734,0.099,7.89,180.66
4087,,22.56,68.47,Forquetinha (RS),,1991,0.454,0.593,0.725,0.217,10.29,319.94
4088,,18.10,70.50,Fortaleza dos Valos (RS),,1991,0.467,0.613,0.758,0.219,7.54,361.92
4089,,33.34,69.04,Frederico Westphalen (RS),,1991,0.535,0.688,0.734,0.304,10.33,577.41
4090,,19.31,69.92,Garibaldi (RS),,1991,0.536,0.626,0.749,0.329,10.55,393.99
4091,,20.08,69.57,Garruchos (RS),,1991,0.575,0.698,0.743,0.367,10.99,616.43
4092,,29.27,65.83,Gaurama (RS),,1991,0.252,0.453,0.681,0.052,8.64,134.36
4093,,15.40,71.86,General Câmara (RS),,1991,0.498,0.579,0.781,0.273,10.62,292.95
4094,,23.63,68.02,Gentil (RS),,1991,0.471,0.585,0.717,0.249,9.28,305.75
4095,,21.86,68.78,Getúlio Vargas (RS),,1991,0.410,0.519,0.730,0.182,7.39,202.16
4096,,24.61,67.62,Giruá (RS),,1991,0.532,0.612,0.710,0.347,10.51,361.71
4097,,28.66,66.06,Glorinha (RS),,1991,0.479,0.578,0.684,0.278,10.51,291.47
4098,,20.37,69.44,Gramado (RS),,1991,0.424,0.579,0.741,0.178,9.02,292.82
4099,,15.55,71.78,Gramado dos Loureiros (RS),,1991,0.546,0.676,0.780,0.308,10.45,537.07
4100,,33.18,64.46,Gramado Xavier (RS),,1991,0.336,0.413,0.658,0.139,9.02,104.82
4101,,31.19,65.14,Gravataí (RS),,1991,0.356,0.544,0.669,0.124,10.06,235.67
4102,,19.11,70.01,Guabiju (RS),,1991,0.540,0.634,0.750,0.332,10.51,414.58
4103,,15.52,71.80,Guaíba (RS),,1991,0.489,0.582,0.780,0.258,10.03,299.83
4104,,19.20,69.97,Guaporé (RS),,1991,0.522,0.629,0.750,0.301,9.79,401.97
4105,,22.60,68.46,Guarani das Missões (RS),,1991,0.553,0.649,0.724,0.359,10.69,453.72
4106,,22.25,68.61,Harmonia (RS),,1991,0.471,0.561,0.727,0.257,10.28,262.96
4107,,19.74,69.73,Herval (RS),,1991,0.541,0.662,0.746,0.320,11.09,492.65
4108,,23.22,68.20,Herveiras (RS),,1991,0.443,0.577,0.720,0.209,9.80,290.30
4109,,25.38,67.31,Horizontina (RS),,1991,0.299,0.520,0.705,0.073,6.80,203.16
4110,,19.16,70,Hulha Negra (RS),,1991,0.568,0.628,0.750,0.390,11.06,397.78
4111,,34.12,64.15,Humaitá (RS),,1991,0.386,0.541,0.653,0.163,8.55,231.33
4112,,17.68,70.70,Ibarama (RS),,1991,0.538,0.585,0.762,0.349,10.66,304.95
4113,,35.06,63.84,Ibiaçá (RS),,1991,0.369,0.578,0.647,0.134,9.76,292.35
4114,,18.10,70.50,Ibiraiaras (RS),,1991,0.484,0.581,0.758,0.257,10.19,296.88
4115,,21.25,69.04,Ibirapuitã (RS),,1991,0.489,0.621,0.734,0.257,10.46,381.43
4116,,25.70,67.18,Ibirubá (RS),,1991,0.417,0.533,0.703,0.193,10.29,220.27
4117,,21.26,69.04,Igrejinha (RS),,1991,0.511,0.650,0.734,0.279,10.70,456.96
4118,,19.71,69.74,Ijuí (RS),,1991,0.481,0.652,0.746,0.229,9.85,461.22
4119,,23.20,68.20,Ilópolis (RS),,1991,0.553,0.646,0.720,0.364,10.47,444.93
4120,,18.44,70.33,Imbé (RS),,1991,0.471,0.570,0.756,0.242,10.92,277.47
4121,,19.91,69.65,Imigrante (RS),,1991,0.547,0.650,0.744,0.339,10.26,455.45
4122,,18.03,70.53,Independência (RS),,1991,0.514,0.649,0.759,0.276,10.26,453.28
4123,,19.80,69.69,Inhacorá (RS),,1991,0.465,0.539,0.745,0.251,10.38,229.28
4124,,23.87,67.93,Ipê (RS),,1991,0.369,0.537,0.716,0.131,8.19,225.90
4125,,19.92,69.64,Ipiranga do Sul (RS),,1991,0.503,0.669,0.744,0.256,11.18,515.75
4126,,14.60,72.29,Iraí (RS),,1991,0.488,0.606,0.788,0.244,10.61,347.12
4127,,25.40,67.30,Itaara (RS),,1991,0.469,0.595,0.705,0.246,9.96,323.96
4128,,19.74,69.73,Itacurubi (RS),,1991,0.450,0.552,0.746,0.221,8.06,247.57
4129,,27.22,66.60,Itapuca (RS),,1991,0.420,0.587,0.693,0.182,9.51,307.84
4130,,25.70,67.18,Itaqui (RS),,1991,0.377,0.548,0.703,0.139,9.78,241.53
4131,,18.60,70.26,Itati (RS),,1991,0.504,0.606,0.754,0.280,10.02,347.39
4132,,23.89,67.91,Itatiba do Sul (RS),,1991,0.397,0.553,0.715,0.158,9.10,250.14
4133,,25.36,67.32,Ivorá (RS),,1991,0.374,0.467,0.705,0.159,10.04,146.13
4134,,18.68,70.22,Ivoti (RS),,1991,0.512,0.573,0.754,0.310,11.61,283.23
4135,,15.92,71.59,Jaboticaba (RS),,1991,0.551,0.685,0.777,0.315,10.37,567.58
4136,,27.10,66.64,Jacuizinho (RS),,1991,0.414,0.512,0.694,0.200,10.33,193.44
4137,,24.07,67.84,Jacutinga (RS),,1991,0.344,0.582,0.714,0.098,5.57,299.51
4138,,21.21,69.06,Jaguarão (RS),,1991,0.508,0.597,0.734,0.299,9.73,328.08
4139,,25.25,67.37,Jaguari (RS),,1991,0.512,0.621,0.706,0.306,10.52,381.19
4140,,20.15,69.54,Jaquirana (RS),,1991,0.506,0.603,0.742,0.289,10.80,340.65
4141,,34.58,64,Jari (RS),,1991,0.363,0.513,0.650,0.144,8.74,194.32
4142,,23.22,68.20,Jóia (RS),,1991,0.273,0.514,0.720,0.055,7.11,195.95
4143,,24.07,67.84,Júlio de Castilhos (RS),,1991,0.450,0.546,0.714,0.234,10.22,238.56
4144,,19.20,69.97,Lagoa Bonita do Sul (RS),,1991,0.542,0.639,0.750,0.332,10.02,425.29
4145,,25.38,67.31,Lagoa dos Três Cantos (RS),,1991,0.339,0.528,0.705,0.105,8.74,214.25
4146,,17.90,70.59,Lagoão (RS),,1991,0.566,0.659,0.760,0.362,10.24,482.80
4147,,34.58,64,Lagoa Vermelha (RS),,1991,0.296,0.455,0.650,0.088,8.05,136.06
4148,,21.21,69.06,Lajeado (RS),,1991,0.520,0.596,0.734,0.321,10.37,325.77
4149,,19.44,69.86,Lajeado do Bugre (RS),,1991,0.598,0.698,0.748,0.409,10.29,616.43
4150,,28.60,66.08,Lavras do Sul (RS),,1991,0.233,0.342,0.685,0.054,6.25,67.20
4151,,31.22,65.13,Liberato Salzano (RS),,1991,0.504,0.635,0.669,0.301,9.80,415.11
4152,,25.40,67.30,Lindolfo Collor (RS),,1991,0.363,0.453,0.705,0.150,9.17,133.68
4153,,23.22,68.20,Linha Nova (RS),,1991,0.427,0.595,0.720,0.182,9.28,324.55
4154,,21.14,69.09,Maçambará (RS),,1991,0.475,0.641,0.735,0.227,4.53,432.84
4155,,28.32,66.18,Machadinho (RS),,1991,0.403,0.559,0.686,0.171,8.49,259.02
4156,,25.11,67.42,Mampituba (RS),,1991,0.454,0.544,0.707,0.244,10.32,235.66
4157,,29.70,65.67,Manoel Viana (RS),,1991,0.372,0.550,0.678,0.138,8.54,245.63
4158,,31.19,65.14,Maquiné (RS),,1991,0.410,0.546,0.669,0.188,10.46,239.81
4159,,23.63,68.02,Maratá (RS),,1991,0.460,0.572,0.717,0.238,10.57,280.37
4160,,18.60,70.26,Marau (RS),,1991,0.474,0.609,0.754,0.232,5.30,353.51
4161,,19.01,70.06,Marcelino Ramos (RS),,1991,0.542,0.655,0.751,0.324,10.61,472.23
4162,,18.03,70.53,Mariana Pimentel (RS),,1991,0.478,0.597,0.759,0.241,10.80,329
4163,,18.60,70.26,Mariano Moro (RS),,1991,0.449,0.570,0.754,0.211,10.61,278.23
4164,,17.51,70.79,Marques de Souza (RS),,1991,0.483,0.621,0.763,0.238,11.17,380.95
4165,,15.92,71.59,Mata (RS),,1991,0.482,0.610,0.777,0.236,10.35,356.37
4166,,24.48,67.67,Mato Castelhano (RS),,1991,0.431,0.579,0.711,0.194,10.59,294.36
4167,,24.61,67.62,Mato Leitão (RS),,1991,0.434,0.541,0.710,0.213,10.66,231.41
4168,,23.13,68.23,Mato Queimado (RS),,1991,0.472,0.612,0.721,0.238,8.75,360.60
4169,,17.90,70.59,Maximiliano de Almeida (RS),,1991,0.461,0.494,0.760,0.261,9.48,173.24
4170,,33.18,64.46,Minas do Leão (RS),,1991,0.445,0.586,0.658,0.228,10.12,307.41
4171,,27.80,66.37,Miraguaí (RS),,1991,0.417,0.557,0.690,0.188,8.36,255.49
4172,,25.25,67.37,Montauri (RS),,1991,0.412,0.506,0.706,0.196,9.65,186.63
4173,,17.64,70.72,Monte Alegre dos Campos (RS),,1991,0.484,0.624,0.762,0.238,9.86,387.94
4174,,28.38,66.16,Monte Belo do Sul (RS),,1991,0.305,0.486,0.686,0.085,7.19,165
4175,,15.92,71.59,Montenegro (RS),,1991,0.498,0.625,0.777,0.255,4.85,392.19
4176,,20.16,69.53,Mormaço (RS),,1991,0.543,0.669,0.742,0.322,10.29,513.74
4177,,21.21,69.06,Morrinhos do Sul (RS),,1991,0.408,0.525,0.734,0.176,10.06,210.03
4178,,29.70,65.67,Morro Redondo (RS),,1991,0.397,0.548,0.678,0.168,7.57,241.54
4179,,21,69.15,Morro Reuter (RS),,1991,0.437,0.557,0.736,0.204,10.45,256.62
4180,,19.11,70.01,Mostardas (RS),,1991,0.428,0.613,0.750,0.171,9.06,362.40
4181,,18.60,70.26,Muçum (RS),,1991,0.439,0.634,0.754,0.177,9.08,412.92
4182,,18.03,70.53,Muitos Capões (RS),,1991,0.549,0.657,0.759,0.332,11.52,476.39
4183,,27.96,66.32,Muliterno (RS),,1991,0.397,0.544,0.689,0.167,7.52,235.86
4184,,28.04,66.29,Não-Me-Toque (RS),,1991,0.404,0.535,0.688,0.179,6.74,223.76
4185,,22.25,68.61,Nicolau Vergueiro (RS),,1991,0.572,0.659,0.727,0.390,10.82,481.81
4186,,20.21,69.51,Nonoai (RS),,1991,0.410,0.561,0.742,0.166,8.82,262.27
4187,,27.02,66.67,Nova Alvorada (RS),,1991,0.442,0.594,0.695,0.209,8.85,322.44
4188,,24.64,67.61,Nova Araçá (RS),,1991,0.455,0.648,0.710,0.205,9.96,452.29
4189,,20.15,69.54,Nova Bassano (RS),,1991,0.580,0.663,0.742,0.397,11.45,495.77
4190,,19.36,69.90,Nova Boa Vista (RS),,1991,0.525,0.647,0.748,0.299,11.50,449.32
4191,,23.12,68.24,Nova Bréscia (RS),,1991,0.509,0.555,0.721,0.330,9.93,252.53
4192,,14.60,72.29,Nova Candelária (RS),,1991,0.553,0.647,0.788,0.331,11.36,448.17
4193,,20.08,69.57,Nova Esperança do Sul (RS),,1991,0.385,0.494,0.743,0.156,10.04,173.42
4194,,19.16,70,Nova Hartz (RS),,1991,0.526,0.601,0.750,0.322,11.22,336.27
4195,,25.11,67.42,Nova Pádua (RS),,1991,0.436,0.615,0.707,0.191,8.91,368.24
4196,,15.29,71.92,Nova Palma (RS),,1991,0.525,0.631,0.782,0.294,11.18,405.83
4197,,17.87,70.61,Nova Petrópolis (RS),,1991,0.510,0.595,0.760,0.293,11.03,325.08
4198,,14.60,72.29,Nova Prata (RS),,1991,0.589,0.680,0.788,0.382,10.50,550.08
4199,,17.50,70.79,Nova Ramada (RS),,1991,0.586,0.664,0.763,0.397,11.46,499.27
4200,,23.20,68.20,Nova Roma do Sul (RS),,1991,0.416,0.663,0.720,0.151,9.15,496.50
4201,,19.80,69.69,Nova Santa Rita (RS),,1991,0.533,0.642,0.745,0.316,11.04,434.07
4202,,25.99,67.07,Novo Barreiro (RS),,1991,0.455,0.623,0.701,0.215,9.94,386.47
4203,,21.91,68.75,Novo Cabrais (RS),,1991,0.368,0.426,0.729,0.160,11.40,113.23
4204,,27.87,66.35,Novo Hamburgo (RS),,1991,0.415,0.566,0.689,0.183,7.31,270.40
4205,,21.49,68.94,Novo Machado (RS),,1991,0.544,0.697,0.732,0.315,9.68,613.52
4206,,20.67,69.30,Novo Tiradentes (RS),,1991,0.447,0.530,0.738,0.228,9.58,216.28
4207,,25.40,67.30,Novo Xingu (RS),,1991,0.406,0.475,0.705,0.200,9.91,153.73
4208,,19.08,70.03,Osório (RS),,1991,0.412,0.497,0.751,0.188,8.30,176.45
4209,,14.60,72.29,Paim Filho (RS),,1991,0.565,0.672,0.788,0.341,10.17,523.37
4210,,23.22,68.20,Palmares do Sul (RS),,1991,0.465,0.522,0.720,0.267,10.49,206.05
4211,,18.60,70.26,Palmeira das Missões (RS),,1991,0.498,0.649,0.754,0.253,9.98,453.66
4212,,19.20,69.97,Palmitinho (RS),,1991,0.500,0.618,0.750,0.270,9.91,375.15
4213,,25.40,67.30,Panambi (RS),,1991,0.413,0.500,0.705,0.200,9.39,179.20
4214,,17.64,70.72,Pantano Grande (RS),,1991,0.537,0.606,0.762,0.336,10.39,346.68
4215,,26.74,66.78,Paraí (RS),,1991,0.444,0.581,0.696,0.216,10.01,297.05
4216,,15.55,71.78,Paraíso do Sul (RS),,1991,0.566,0.661,0.780,0.352,10.93,489.53
4217,,26.74,66.78,Pareci Novo (RS),,1991,0.441,0.605,0.696,0.203,10.62,345.94
4218,,15.55,71.78,Parobé (RS),,1991,0.478,0.639,0.780,0.219,7.93,426.83
4219,,17.90,70.59,Passa Sete (RS),,1991,0.444,0.628,0.760,0.183,9.45,399.06
4220,,29.24,65.84,Passo do Sobrado (RS),,1991,0.300,0.494,0.681,0.080,8.87,173.35
4221,,20.59,69.34,Passo Fundo (RS),,1991,0.483,0.673,0.739,0.226,9.94,527.56
4222,,23.63,68.02,Paulo Bento (RS),,1991,0.589,0.678,0.717,0.421,10.44,545.05
4223,,17.51,70.79,Paverama (RS),,1991,0.407,0.498,0.763,0.178,3.83,177.32
