Locality;Locality;"COD IBGE";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (2000)";"Per capita income (2010)"
"Coqueiro ( Ananindeua ) (Ananindeua , RM Belém)";HDU;--;72,15;77,79;24,50;12,70;0,666;0,792;0,663;0,748;0,786;0,880;0,567;0,756;9,79;11,06;496,33;840,88
"Coqueiro : Green Garden / Fit Coqueiro (Ananindeua , RM Belém)";HDU;--;75,60;79,97;17,30;9,60;0,790;0,885;0,798;0,872;0,843;0,916;0,734;0,869;11,07;11,99;1150,37;1822,09
"Coqueiro / Guanabara : BR316 / Jardim Tropical / Av. Mário Covas (Ananindeua , RM Belém)";HDU;--;72,15;77,79;24,50;12,70;0,666;0,792;0,663;0,748;0,786;0,880;0,567;0,756;9,79;11,06;496,33;840,88
"Coqueiro : Park Itália (Ananindeua , RM Belém)";HDU;--;72,15;77,79;24,50;12,70;0,666;0,792;0,663;0,748;0,786;0,880;0,567;0,756;9,79;11,06;496,33;840,88
"Coqueiro : Park Laguna (Ananindeua , RM Belém)";HDU;--;67,84;70,55;35,60;26,20;0,540;0,643;0,567;0,619;0,714;0,759;0,388;0,566;8,60;8,90;272,71;375,95
"Coqueiro : Residencial Tucuruvi (Ananindeua , RM Belém)";HDU;--;75,60;79,97;17,30;9,60;0,790;0,885;0,798;0,872;0,843;0,916;0,734;0,869;11,07;11,99;1150,37;1822,09
"Coqueiro : Val Paraíso (Ananindeua , RM Belém)";HDU;--;72,15;77,79;24,50;12,70;0,666;0,792;0,663;0,748;0,786;0,880;0,567;0,756;9,79;11,06;496,33;840,88
"Guanabara ( Ananindeua ) : BR 316 (Ananindeua , RM Belém)";HDU;--;69,46;73,45;31,10;20,10;0,591;0,714;0,600;0,663;0,741;0,808;0,464;0,680;8,90;10,23;334,49;495,80
"Guanabara : Condomínio Oásis (Ananindeua , RM Belém)";HDU;--;75,60;79,97;17,30;9,60;0,790;0,885;0,798;0,872;0,843;0,916;0,734;0,869;11,07;11,99;1150,37;1822,09
"Guanabara : Ilhas do Pará (Ananindeua , RM Belém)";HDU;--;74,94;79,18;18,60;10,70;0,750;0,849;0,760;0,826;0,832;0,903;0,667;0,820;10,70;11,69;903,23;1365,23
"Guanabara : Lago da Lua / Viaduto (Ananindeua , RM Belém)";HDU;--;68,31;72,76;34,30;21,50;0,552;0,696;0,583;0,634;0,722;0,796;0,399;0,669;8,41;9,83;300,57;413,46
"Heliolândia (Ananindeua , RM Belém)";HDU;--;67,68;70,49;36,10;26,30;0,524;0,657;0,560;0,612;0,711;0,758;0,362;0,611;7,65;9,35;260,79;360,19
"Icuí / Curuçambá / Distrito Industrial : ( Rio Maguari ) (Ananindeua , RM Belém)";HDU;--;66,38;69,84;40,00;27,80;0,496;0,632;0,534;0,605;0,690;0,747;0,331;0,558;7,09;8,97;222,34;345,12
"Icuí Guajará : Loteamento Boa Vista / Uirapurú / Conjunto Mururé (Ananindeua , RM Belém)";HDU;--;67,55;71,40;36,50;24,30;0,513;0,661;0,554;0,628;0,709;0,773;0,344;0,595;7,36;9,93;250,82;398,26
"Ilhas : João Pilatos / Viçosa / Aruari / São Pedro / Santa Rosa / Periqueitos / Sassunema (Ananindeua , RM Belém)";HDU;--;67,84;70,55;35,60;26,20;0,540;0,643;0,567;0,619;0,714;0,759;0,388;0,566;8,60;8,90;272,71;375,95
"Invasão Cidade-Nova 5 ( Invasão do Cinco ) (Ananindeua , RM Belém)";HDU;--;68,13;72,38;34,80;22,20;0,513;0,669;0,573;0,633;0,719;0,790;0,328;0,599;6,72;9,37;282,08;410,06
"Jaderlândia / Coqueiro : Conjunto Jaderlândia I / Residencial Castanheira (Ananindeua , RM Belém)";HDU;--;68,19;74,00;34,60;19,10;0,552;0,687;0,582;0,654;0,720;0,817;0,402;0,607;8,09;9,61;299,48;467,30
"Jibóia Branca (Ananindeua , RM Belém)";HDU;--;68,13;72,38;34,80;22,20;0,513;0,669;0,573;0,633;0,719;0,790;0,328;0,599;6,72;9,37;282,08;410,06
"Jibóia Branca : Via Roma (Ananindeua , RM Belém)";HDU;--;75,60;79,97;17,30;9,60;0,790;0,885;0,798;0,872;0,843;0,916;0,734;0,869;11,07;11,99;1150,37;1822,09
"Júlia Seffer : Conjunto Júlia Seffer (Ananindeua , RM Belém)";HDU;--;74,94;79,18;18,60;10,70;0,750;0,849;0,760;0,826;0,832;0,903;0,667;0,820;10,70;11,69;903,23;1365,23
"Maguari (Ananindeua , RM Belém)";HDU;--;68,13;73,85;34,80;19,40;0,513;0,671;0,573;0,641;0,719;0,814;0,328;0,580;6,72;9,24;282,08;432,06
"Paar (Ananindeua , RM Belém)";HDU;--;67,89;72,76;35,50;21,50;0,550;0,696;0,568;0,634;0,715;0,796;0,409;0,669;8,45;9,83;274,09;413,46
"Providência (Ananindeua , RM Belém)";HDU;--;69,46;73,45;31,10;20,10;0,591;0,714;0,600;0,663;0,741;0,808;0,464;0,680;8,90;10,23;334,49;495,80
"Providência : Condomínio Caixa Parah (Ananindeua , RM Belém)";HDU;--;74,94;79,18;18,60;10,70;0,750;0,849;0,760;0,826;0,832;0,903;0,667;0,820;10,70;11,69;903,23;1365,23
"Providência : Lago Azul / Amazon Garden (Ananindeua , RM Belém)";HDU;--;75,60;79,97;17,30;9,60;0,790;0,885;0,798;0,872;0,843;0,916;0,734;0,869;11,07;11,99;1150,37;1822,09
"Centro / Pedreira Izaíra / Leste / Terra do Sol / Santa Cecília (Aparecida de Goiânia , RM Goiânia)";HDU;--;69,04;69,82;29,20;21,40;0,572;0,660;0,611;0,660;0,734;0,747;0,418;0,582;8,81;9,57;358,43;485,17
"Garavelo : Garavelo Residencial Park / Jardim Helvécia / Bairro Cardoso (Aparecida de Goiânia , RM Goiânia)";HDU;--;70,31;73,53;26,30;15,20;0,609;0,714;0,636;0,711;0,755;0,809;0,471;0,634;9,36;10,35;419,05;666,94
"Garavelo : Jardim Helvécia / Cidade Empresarial / Cidade Vera Cruz (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;79,37;18,60;8,00;0,720;0,802;0,730;0,801;0,819;0,906;0,624;0,711;10,58;10,87;751,84;1172,08
"Garavelo : Residencial Pôr do Sol / Tropical / Buriti Sereno / APP (Aparecida de Goiânia , RM Goiânia)";HDU;--;68,13;72,04;31,40;17,60;0,528;0,673;0,582;0,694;0,719;0,784;0,352;0,559;8,46;9,43;300,04;600,59
"Garavelo : Vila Mariana / Cidade Conjunto Vera Cruz (Aparecida de Goiânia , RM Goiânia)";HDU;--;71,54;75,67;23,60;12,30;0,633;0,756;0,672;0,723;0,776;0,845;0,486;0,706;9,88;9,38;522,79;720,93
"Independência / Cidade Livre / Monte Cristo / Marista Sul (Aparecida de Goiânia , RM Goiânia)";HDU;--;68,09;70,28;31,50;20,60;0,511;0,660;0,582;0,669;0,718;0,755;0,319;0,569;8,73;9,49;299,79;514,82
"Independência Mansões / Jardins Florença / Virgínia Park (Aparecida de Goiânia , RM Goiânia)";HDU;--;66,59;69,18;35,40;22,60;0,445;0,622;0,534;0,636;0,693;0,736;0,238;0,513;7,53;9,15;222,53;418,26
"Papillon : Cidade Vera Cruz / American Park / Pontal Sul (Aparecida de Goiânia , RM Goiânia)";HDU;--;68,79;71,20;29,80;19,00;0,542;0,691;0,600;0,680;0,730;0,770;0,364;0,630;8,73;9,55;334,58;551,64
"Papillon : Veiga Jardim / Terra Prometida / Polo Empresarial (Aparecida de Goiânia , RM Goiânia)";HDU;--;70,22;72,51;26,50;16,80;0,585;0,698;0,629;0,700;0,754;0,792;0,422;0,614;9,35;9,77;399,66;622,09
"Região Central : APP / DAIAG / DIMAG / Leste / ExpanSul (Aparecida de Goiânia , RM Goiânia)";HDU;--;69,04;69,82;29,20;21,40;0,572;0,660;0,611;0,660;0,734;0,747;0,418;0,582;8,81;9,57;358,43;485,17
"Região Central : Centro / Jardim Paraíso / Garavelo / Araguaia (Aparecida de Goiânia , RM Goiânia)";HDU;--;69,24;71,70;28,80;18,10;0,542;0,668;0,607;0,693;0,737;0,778;0,356;0,552;8,99;8,43;348,77;598,37
"Região Central : Centro / Setor Araguaia / Belo Horizonte / Vera Cruz (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,54;78,66;17,90;8,70;0,711;0,818;0,735;0,785;0,826;0,894;0,591;0,779;10,13;10,92;772,96;1057,98
"Região Central : Conjunto Ana Rosa / Vila Souza / Jardim das Acácias (Aparecida de Goiânia , RM Goiânia)";HDU;--;71,54;75,67;23,60;12,30;0,633;0,756;0,672;0,723;0,776;0,845;0,486;0,706;9,88;9,38;522,79;720,93
"Região Central : Jardim das Acácias / Ana Rosa / INT Parque / ALV Sul (Aparecida de Goiânia , RM Goiânia)";HDU;--;66,96;69,01;34,50;23,00;0,464;0,612;0,546;0,626;0,699;0,734;0,262;0,499;7,54;8,93;239,01;393,61
"Região Garavelo / Bairro Ilda / Vila Mariana (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;79,37;18,60;8,00;0,720;0,802;0,730;0,801;0,819;0,906;0,624;0,711;10,58;10,87;751,84;1172,08
"Região Garavelo / Condomínio Jardins Viena / Jardins Mônaco (Aparecida de Goiânia , RM Goiânia)";HDU;--;77,50;81,41;13,10;6,00;0,920;0,953;1,000;1,000;0,875;0,940;0,889;0,920;11,88;11,38;4185,03;6361,16
"Região Papillon : Papillon Park (Aparecida de Goiânia , RM Goiânia)";HDU;--;70,22;75,67;26,50;12,30;0,585;0,756;0,629;0,723;0,754;0,845;0,422;0,706;9,35;9,38;399,66;720,93
"Região Santa Luzia / Jardim Bela Vista (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,98;79,59;17,10;7,80;0,740;0,860;0,752;0,839;0,833;0,910;0,648;0,833;10,21;10,77;863,10;1479,43
"Região Tiradentes : Maranata / Jardim Dom Bosco / Ipê / Madre Germana (Aparecida de Goiânia , RM Goiânia)";HDU;--;66,96;69,01;34,50;23,00;0,464;0,612;0,546;0,626;0,699;0,734;0,262;0,499;7,54;8,93;239,01;393,61
"Região Tiradentes / Parque das Nações (Aparecida de Goiânia , RM Goiânia)";HDU;--;--;75,48;--;12,50;--;0,752;--;0,723;--;0,841;--;0,699;--;9,90;--;718,83
"Região Tiradentes : Serra das Brisas / Aeroporto Sul / Jardim Oliveira (Aparecida de Goiânia , RM Goiânia)";HDU;--;67,86;70,28;32,10;20,60;0,507;0,660;0,580;0,669;0,714;0,755;0,314;0,569;8,60;9,49;295,05;514,82
"Região Vila Brasília / Buriti Shopping (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,98;79,59;17,10;7,80;0,740;0,860;0,752;0,839;0,833;0,910;0,648;0,833;10,21;10,77;863,10;1479,43
"Região Vila Brasília / Conjunto Cruzeiro do Sul (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;79,37;18,60;8,00;0,720;0,802;0,730;0,801;0,819;0,906;0,624;0,711;10,58;10,87;751,84;1172,08
"Região Vila Brasília : Jardim Esmeralda / Parque Primavera (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;78,66;18,60;8,70;0,720;0,818;0,730;0,785;0,819;0,894;0,624;0,779;10,58;10,92;751,84;1057,98
"Região Vila Brasília / Jardim Imperial (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,98;79,59;17,10;7,80;0,740;0,860;0,752;0,839;0,833;0,910;0,648;0,833;10,21;10,77;863,10;1479,43
"Região Vila Brasília / Jardim Luz / Blocos Residenciais (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,54;78,66;17,90;8,70;0,711;0,818;0,735;0,785;0,826;0,894;0,591;0,779;10,13;10,92;772,96;1057,98
"Região Vila Brasília : Jardim Maria Inês / Blocos Residenciais (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,54;78,66;17,90;8,70;0,711;0,818;0,735;0,785;0,826;0,894;0,591;0,779;10,13;10,92;772,96;1057,98
"Região Vila Brasília : Jardim Maria Inês / Parque Real / Hospital Santa Mônica (Aparecida de Goiânia , RM Goiânia)";HDU;--;71,54;75,48;23,60;12,50;0,633;0,752;0,672;0,723;0,776;0,841;0,486;0,699;9,88;9,90;522,79;718,83
"Região Vila Brasília : Parque Santa Cecília / Cruzeiro do Sul / Jardim Nova Era (Aparecida de Goiânia , RM Goiânia)";HDU;--;70,89;75,48;25,00;12,50;0,630;0,752;0,660;0,723;0,765;0,841;0,495;0,699;10,32;9,90;485,83;718,83
"Região Vila Brasília : Santa Mônica / Vila Maria (Aparecida de Goiânia , RM Goiânia)";HDU;--;69,04;72,51;29,20;16,80;0,572;0,698;0,611;0,700;0,734;0,792;0,418;0,614;8,81;9,77;358,43;622,09
"Região Vila Brasília : Setor dos Afonsos / Bloco Residencial (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;79,37;18,60;8,00;0,720;0,802;0,730;0,801;0,819;0,906;0,624;0,711;10,58;10,87;751,84;1172,08
"Região Vila Brasília : Setor dos Afonsos / Blocos Residenciais (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,54;78,66;17,90;8,70;0,711;0,818;0,735;0,785;0,826;0,894;0,591;0,779;10,13;10,92;772,96;1057,98
"Região Vila Brasília : Setor dos Afonsos / Jardim Maria Inês (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,98;79,59;17,10;7,80;0,740;0,860;0,752;0,839;0,833;0,910;0,648;0,833;10,21;10,77;863,10;1479,43
"Região Vila Brasília / Vila Brasília (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;79,37;18,60;8,00;0,720;0,802;0,730;0,801;0,819;0,906;0,624;0,711;10,58;10,87;751,84;1172,08
"Região Vila Brasília : Vila São Tomaz / Jardim Luz / Jardim Nova Era (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;79,37;18,60;8,00;0,720;0,802;0,730;0,801;0,819;0,906;0,624;0,711;10,58;10,87;751,84;1172,08
"Santa Luzia : Chácaras São Pedro / Pedreira Izaíra (Aparecida de Goiânia , RM Goiânia)";HDU;--;71,54;75,67;23,60;12,30;0,633;0,756;0,672;0,723;0,776;0,845;0,486;0,706;9,88;9,38;522,79;720,93
"Santa Luzia : Jardim Bela Vista / Chácara Bela Vista / Parque Flamboyant (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,16;79,37;18,60;8,00;0,720;0,802;0,730;0,801;0,819;0,906;0,624;0,711;10,58;10,87;751,84;1172,08
"Santa Luzia / Jardim Olímpico / Parque Trindade / Parque São Jorge (Aparecida de Goiânia , RM Goiânia)";HDU;--;70,22;72,51;26,50;16,80;0,585;0,698;0,629;0,700;0,754;0,792;0,422;0,614;9,35;9,77;399,66;622,09
"Santa Luzia : Parque Santa Luzia / Cemitério Jardim da Paz (Aparecida de Goiânia , RM Goiânia)";HDU;--;74,54;78,66;17,90;8,70;0,711;0,818;0,735;0,785;0,826;0,894;0,591;0,779;10,13;10,92;772,96;1057,98
"Santa Luzia : Santa Mônica / Vila Santa / Nossa Senhora de Lourdes (Aparecida de Goiânia , RM Goiânia)";HDU;--;71,54;75,48;23,60;12,50;0,633;0,752;0,672;0,723;0,776;0,841;0,486;0,699;9,88;9,90;522,79;718,83
"Tiradentes : Tiradentes / Jardim Canadá / APP / Parque das Nações (Aparecida de Goiânia , RM Goiânia)";HDU;--;67,21;69,82;33,80;21,40;0,486;0,660;0,563;0,660;0,704;0,747;0,290;0,582;8,19;9,57;266,22;485,17
"Centro / Jardim São Paulo : Seminário Bom Jesus / Rodoviária (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,32;80,06;12,60;8,10;0,775;0,849;0,783;0,881;0,855;0,918;0,696;0,758;10,64;11,81;1043,66;1921,83
"Jardim Paraíba / Jardim Santo Afonso (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,60;79,39;12,20;8,80;0,804;0,880;0,826;0,855;0,860;0,907;0,732;0,880;11,51;11,65;1364,39;1635,11
"Jardim Paraíba / São Sebastião : Santuário Nacional de Nossa Senhora Aparecida (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,34;76,71;19,00;12,20;0,672;0,771;0,681;0,729;0,789;0,862;0,565;0,730;10,48;11,07;552,58;749,04
"Parque Residencial Itaguaçu / São Geraldo (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;71,79;73,60;20,00;17,00;0,648;0,710;0,650;0,678;0,780;0,810;0,537;0,652;9,98;10,79;455,42;544,19
"Rosa de Ouro (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;76,32;80,06;12,60;8,10;0,775;0,849;0,783;0,881;0,855;0,918;0,696;0,758;10,64;11,81;1043,66;1921,83
"Santa Edwirges / Várzea : CDHU (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;69,18;73,60;25,30;17,00;0,546;0,710;0,620;0,678;0,736;0,810;0,357;0,652;8,22;10,79;380,20;544,19
"Santa Luzia / São Francisco / Sonho Meu / São Roque / Fazenda Pires do Rio : Cemitério Pio XII / Morro do Cruzeiro (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;71,79;73,60;20,00;17,00;0,648;0,710;0,650;0,678;0,780;0,810;0,537;0,652;9,98;10,79;455,42;544,19
"Santa Rita (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,34;76,71;19,00;12,20;0,672;0,771;0,681;0,729;0,789;0,862;0,565;0,730;10,48;11,07;552,58;749,04
"Santa Teresinha / Vila Mariana / Ponte Alta : Estádio Penidão (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;71,79;76,71;20,00;12,20;0,648;0,771;0,650;0,729;0,780;0,862;0,537;0,730;9,98;11,07;455,42;749,04
"Vila Mariana : Centro Esportivo / Residencial Parque das Gardenias ( MRV ) (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;72,34;76,71;19,00;12,20;0,672;0,771;0,681;0,729;0,789;0,862;0,565;0,730;10,48;11,07;552,58;749,04
"Zona Rural / Bonfim /  Germano Lopes Siqueira : Pedreira Serveng / Forros / Fazenda São José / Antigo Lixão (Aparecida , RM Vale do Paraíba e Litoral Norte)";HDU;--;69,18;73,60;25,30;17,00;0,546;0,710;0,620;0,678;0,736;0,810;0,357;0,652;8,22;10,79;380,20;544,19
"Camará (Aquiraz , RM Fortaleza)";HDU;--;66,45;68,94;42,70;29,80;0,464;0,595;0,508;0,582;0,691;0,732;0,284;0,494;7,21;9,02;188,54;298,79
"Caponga da Bernada / Patacas (Aquiraz , RM Fortaleza)";HDU;--;65,90;68,30;44,60;31,80;0,464;0,594;0,499;0,554;0,682;0,722;0,293;0,525;7,88;9,42;178,84;250,77
"Jacaúna (Aquiraz , RM Fortaleza)";HDU;--;67,37;70,93;39,70;23,80;0,522;0,632;0,526;0,596;0,706;0,766;0,384;0,553;9,01;9,38;210,78;325,83
"João de Castro (Aquiraz , RM Fortaleza)";HDU;--;67,35;70,93;39,70;23,80;0,503;0,632;0,522;0,596;0,706;0,766;0,346;0,553;8,23;9,38;205,65;325,83
"Justiniano de Serpa (Aquiraz , RM Fortaleza)";HDU;--;65,10;68,30;47,50;31,80;0,424;0,594;0,472;0,554;0,668;0,722;0,241;0,525;7,38;9,42;151,00;250,77
"Prainha / Iguape / Porto das Dunas (Aquiraz , RM Fortaleza)";HDU;--;74,27;79,27;20,80;9,50;0,729;0,824;0,756;0,824;0,821;0,905;0,623;0,749;9,95;11,52;885,79;1348,25
"Sede de Aquiraz : Av. Ayrton Senna e adjacências (Aquiraz , RM Fortaleza)";HDU;--;66,45;68,30;42,70;31,80;0,464;0,594;0,508;0,554;0,691;0,722;0,284;0,525;7,21;9,42;188,54;250,77
"Sede de Aquiraz : Centro (Aquiraz , RM Fortaleza)";HDU;--;69,34;73,79;33,60;16,82;0,553;0,687;0,595;0,654;0,739;0,813;0,384;0,610;8,28;9,69;324,73;467,03
"Sede de Aquiraz : Norte (Aquiraz , RM Fortaleza)";HDU;--;69,34;73,79;33,60;16,82;0,553;0,687;0,595;0,654;0,739;0,813;0,384;0,610;8,28;9,69;324,73;467,03
"Sede de Aquiraz : Sul (Aquiraz , RM Fortaleza)";HDU;--;65,84;68,94;44,80;29,80;0,469;0,595;0,494;0,582;0,681;0,732;0,307;0,494;8,01;9,02;173,03;298,79
"Tapera (Aquiraz , RM Fortaleza)";HDU;--;67,35;70,93;39,70;23,80;0,503;0,632;0,522;0,596;0,706;0,766;0,346;0,553;8,23;9,38;205,65;325,83
"Município de Araçoiaba (Araçoiaba , RM Recife)";HDU;--;66,49;68,88;51,32;30,40;0,429;0,583;0,473;0,544;0,692;0,731;0,242;0,498;7,03;9,42;152,31;236,10
"Aragoiânia (Aragoiânia , RM Goiânia)";HDU;--;69,92;75,19;27,10;12,90;0,562;0,684;0,622;0,683;0,749;0,837;0,381;0,560;8,62;9,31;384,34;560,22
"Arapeí (Arapeí , RM Vale do Paraíba e Litoral Norte)";HDU;--;71,01;73,72;21,50;16,80;0,594;0,680;0,581;0,634;0,767;0,812;0,471;0,612;9,87;10,74;298,06;414,19
"Araricá (Araricá , RM Porto Alegre)";HDU;--;71,26;74,41;20,20;13,60;0,565;0,679;0,637;0,696;0,771;0,824;0,367;0,547;8,96;9,49;421,51;609,69
"Cachoeira (Araucária , RM Curitiba)";HDU;--;73,18;78,63;20,40;8,40;0,680;0,780;0,693;0,789;0,803;0,894;0,565;0,672;10,58;9,63;595,39;1087,86
"Campina da Barra / Iguaçu (Araucária , RM Curitiba)";HDU;--;68,37;72,70;30,80;16,00;0,573;0,681;0,604;0,684;0,723;0,795;0,430;0,580;9,02;10,82;343,73;565,13
"Capela Velha I (Araucária , RM Curitiba)";HDU;--;69,39;74,56;28,40;13,30;0,583;0,728;0,625;0,713;0,740;0,826;0,428;0,655;9,14;10,86;390,00;678,14
"Capela Velha II (Araucária , RM Curitiba)";HDU;--;68,98;70,16;29,40;20,20;0,531;0,635;0,613;0,643;0,733;0,753;0,333;0,530;8,32;10,49;362,11;436,72
"Centro / Sabiá / Fazenda Velha (Araucária , RM Curitiba)";HDU;--;74,72;79,01;17,60;8,00;0,716;0,814;0,745;0,812;0,829;0,900;0,595;0,737;11,06;11,52;823,63;1252,56
"Colônia Cristina / Campestre (Araucária , RM Curitiba)";HDU;--;69,51;74,06;28,10;14,00;0,579;0,709;0,628;0,709;0,742;0,818;0,417;0,614;9,01;11,10;398,45;658,31
"Costeira (Araucária , RM Curitiba)";HDU;--;73,18;78,63;20,40;8,40;0,680;0,780;0,693;0,789;0,803;0,894;0,565;0,672;10,58;9,63;595,39;1087,86
"Estação (Araucária , RM Curitiba)";HDU;--;73,18;78,63;20,40;8,40;0,680;0,780;0,693;0,789;0,803;0,894;0,565;0,672;10,58;9,63;595,39;1087,86
"Formigueiro / General Lúcio (Araucária , RM Curitiba)";HDU;--;--;70,16;--;20,20;--;0,635;--;0,643;--;0,753;--;0,530;--;10,49;--;436,72
"Onças / Capoeira Grande (Araucária , RM Curitiba)";HDU;--;67,58;70,16;32,80;20,20;0,484;0,635;0,552;0,643;0,710;0,753;0,290;0,530;8,03;10,49;247,62;436,72
"Passaúna / Boqueirão (Araucária , RM Curitiba)";HDU;--;69,39;74,06;28,40;14,00;0,583;0,709;0,625;0,709;0,740;0,818;0,428;0,614;9,14;11,10;390,00;658,31
"Porto das Laranjeiras (Araucária , RM Curitiba)";HDU;--;73,67;78,63;19,50;8,40;0,692;0,780;0,714;0,789;0,811;0,894;0,573;0,672;10,57;9,63;680,75;1087,86
"Thomaz Coelho / Tindiquera (Araucária , RM Curitiba)";HDU;--;70,07;74,06;26,80;14,00;0,601;0,709;0,640;0,709;0,751;0,818;0,451;0,614;9,67;11,10;430,37;658,31
"Areias (Areias , RM Vale do Paraíba e Litoral Norte)";HDU;--;68,91;73,18;25,90;17,70;0,569;0,697;0,585;0,627;0,732;0,803;0,430;0,672;9,56;11,48;304,18;396,78
"Arroio dos Ratos (Arroio dos Ratos , RM Porto Alegre)";HDU;--;71,41;74,98;19,90;12,80;0,610;0,698;0,645;0,700;0,774;0,833;0,455;0,583;10,17;10,44;443,99;623,54
"Bairro Industrial / Jardim Resek III / Jardim Sampaio Pires (Artur Nogueira , RM Campinas)";HDU;--;76,13;79,44;12,04;8,80;0,791;0,854;0,822;0,869;0,852;0,907;0,708;0,791;11,22;10,60;1335,52;1781,59
"Centro / Jardim Santo Amaro : Lago dos Pássaros (Artur Nogueira , RM Campinas)";HDU;--;73,92;78,54;16,30;9,90;0,720;0,804;0,750;0,801;0,815;0,892;0,610;0,728;10,60;9,78;851,72;1166,06
"Jardim Blumenau : Teka (Artur Nogueira , RM Campinas)";HDU;--;70,30;75,05;22,90;14,60;0,606;0,746;0,667;0,719;0,755;0,834;0,443;0,691;8,67;10,86;506,35;701,13
"Jardim Faveri / Jardim Arrivabene / Parque Nosso Lar / Bela Vista I (Artur Nogueira , RM Campinas)";HDU;--;70,30;75,05;22,90;14,60;0,606;0,746;0,667;0,719;0,755;0,834;0,443;0,691;8,67;10,86;506,35;701,13
"Parque Residencial Itamaraty : Balneário Municipal Guilherme Carlini (Artur Nogueira , RM Campinas)";HDU;--;70,30;75,05;22,90;14,60;0,606;0,746;0,667;0,719;0,755;0,834;0,443;0,691;8,67;10,86;506,35;701,13
"São José das Palmeiras / Parque das Palmeiras / Jardim Sacilotto II (Artur Nogueira , RM Campinas)";HDU;--;70,30;72,33;22,90;19,20;0,606;0,700;0,667;0,690;0,755;0,789;0,443;0,629;8,67;9,59;506,35;586,81
"Zona Rural / Bairrinho (Artur Nogueira , RM Campinas)";HDU;--;73,92;78,54;16,30;9,90;0,720;0,804;0,750;0,801;0,815;0,892;0,610;0,728;10,60;9,78;851,72;1166,06
"Arujá : Clube de Mães da Escola Municipal de Educação Infantil / Escola Municipal Aruja do Parque Barreto Unidade IV (Arujá , RM São Paulo)";HDU;--;77,69;81,02;10,80;7,00;0,822;0,927;0,937;0,979;0,878;0,934;0,676;0,872;10,76;11,94;2720,79;3545,23
"Arujá : Corpo de Bombeiros (Arujá , RM São Paulo)";HDU;--;73,15;79,03;17,60;9,30;0,690;0,812;0,729;0,779;0,803;0,901;0,561;0,764;10,06;10,89;747,89;1016,32
"Arujá : Escola Estadual Amadeu Rodrigues Norte (Arujá , RM São Paulo)";HDU;--;77,17;80,71;11,50;7,40;0,841;0,903;0,878;0,954;0,870;0,929;0,778;0,831;11,30;11,94;1885,51;3028,78
"Arujá : Escola Estadual Professora Maria Isabel Neves Bastos / Escola Estadual Professor Amadeu de Angelis (Arujá , RM São Paulo)";HDU;--;73,66;79,03;16,70;9,30;0,688;0,812;0,742;0,779;0,811;0,901;0,542;0,764;10,35;10,89;808,97;1016,32
"Arujá : Escola Municipal Arujá Unidade XII / Escola Estadual Professor Mariano Barbosa de Souza (Arujá , RM São Paulo)";HDU;--;67,97;73,45;28,00;17,20;0,584;0,733;0,619;0,674;0,716;0,808;0,449;0,723;9,72;11,16;376,82;529,95
"Arujá : Escola Municipal de Educação Especial de Arujá / Escola Estadual Professor Geraldo Barbosa de Almeida / Creche Municipal Dona Avelina Dalila Leopoldina Almeida (Arujá , RM São Paulo)";HDU;--;68,61;74,58;26,50;15,40;0,596;0,742;0,629;0,692;0,727;0,826;0,464;0,716;9,61;11,20;400,97;594,22
