Locality;Locality;"COD IBGE";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (2000)";"Per capita income (2010)"
"Jardim Silveira : Escola Municipal de Educação Infantil Thomaz Victoria Rodrigues (Barueri , RM São Paulo)";HDU;--;67,14;72,15;30,00;19,50;0,566;0,680;0,599;0,670;0,702;0,786;0,431;0,598;9,71;10,39;332,14;517,29
"Jardim Silveira : Escola Municipal de Ensino Fundamental Professor Lênio Vieira de Moraes / Escola Municipal de Educação Infantil João Fernandes / Escola Municipal de Ensino Fundamental Fioravante Barletta / 1ª Distrito Policial de Barueri e Delegacia de Proteção Ao Idoso (Barueri , RM São Paulo)";HDU;--;69,75;73,88;24,10;16,50;0,639;0,730;0,657;0,686;0,746;0,815;0,532;0,697;9,89;9,88;478,61;572,41
"Jardim Silveira : Estação Jardim Silveira (Barueri , RM São Paulo)";HDU;--;74,15;78,85;15,90;9,50;0,726;0,824;0,757;0,796;0,819;0,898;0,616;0,783;11,01;10,89;886,77;1130,32
"Jardim Silveira : Hospital Pronto Socorro Municipal (Barueri , RM São Paulo)";HDU;--;69,61;74,21;24,40;16,00;0,644;0,746;0,654;0,690;0,744;0,820;0,548;0,734;9,18;10,05;468,35;584,95
"Jardim Silveira : Nucleo Cultural Maria Barbosa Ferreira (Barueri , RM São Paulo)";HDU;--;71,86;77,46;19,90;11,20;0,683;0,766;0,703;0,738;0,781;0,874;0,581;0,697;10,37;10,20;635,43;788,10
"Mutinga (Barueri , RM São Paulo)";HDU;--;69,42;73,12;24,80;17,80;0,625;0,707;0,650;0,681;0,740;0,802;0,508;0,647;9,63;9,42;457,45;553,52
"Mutinga : Biblioteca Municipal Odair de Souza (Barueri , RM São Paulo)";HDU;--;74,30;74,55;15,70;15,40;0,688;0,701;0,794;0,670;0,822;0,826;0,498;0,623;9,55;9,17;1122,44;517,74
"Pedreiras (Barueri , RM São Paulo)";HDU;--;67,14;72,15;30,00;19,50;0,566;0,680;0,599;0,670;0,702;0,786;0,431;0,598;9,71;10,39;332,14;517,29
"Tamboré / Alphaville Barueri (Barueri , RM São Paulo)";HDU;--;78,18;81,92;10,20;6,10;0,902;0,936;1,000;1,000;0,886;0,949;0,829;0,865;11,42;11,45;4811,32;6459,24
"Vila Militar (Barueri , RM São Paulo)";HDU;--;74,15;78,85;15,90;9,50;0,726;0,824;0,757;0,796;0,819;0,898;0,616;0,783;11,01;10,89;886,77;1130,32
"Votupoca : Biblioteca Municipal Benedito Franco (Barueri , RM São Paulo)";HDU;--;71,02;76,51;21,50;12,50;0,653;0,774;0,686;0,718;0,767;0,859;0,529;0,753;9,64;10,63;572,49;695,52
"Votupoca : Biblioteca Municipal Jair Honório Domigos / Biblioteca Municipal Oswaldo Eleutério (Barueri , RM São Paulo)";HDU;--;70,18;75,21;23,20;14,40;0,664;0,748;0,660;0,696;0,753;0,837;0,588;0,717;10,31;10,69;486,11;609,76
"Votupoca : Escola Municipal de Educação Especial Vereador Isaias Pereira Souto / Escola Municipal de Educação Infantil Padre Renaldo Cruz / Escola Municipal de Ensino Fundamental Onofra da Silva (Barueri , RM São Paulo)";HDU;--;74,15;78,85;15,90;9,50;0,726;0,824;0,757;0,796;0,819;0,898;0,616;0,783;11,01;10,89;886,77;1130,32
"Bela Vista de Goiás (Bela Vista de Goiás , RM Goiânia)";HDU;--;71,41;75,21;23,80;12,90;0,560;0,716;0,623;0,721;0,774;0,837;0,365;0,607;8,35;9,64;386,79;708,62
"Águas Lindas : Jardim Nova Vida (Belém , RM Belém)";HDU;--;66,44;68,39;39,90;31,40;0,492;0,573;0,535;0,562;0,691;0,723;0,323;0,463;7,57;8,22;223,14;264,24
"Águas Lindas : Olga Benário (Belém , RM Belém)";HDU;--;67,17;69,42;37,60;28,80;0,499;0,622;0,544;0,585;0,703;0,740;0,325;0,556;7,15;8,84;236,31;305,73
"Águas Lindas : Verdejantes (Belém , RM Belém)";HDU;--;67,73;72,75;34,94;21,50;0,532;0,691;0,564;0,642;0,712;0,796;0,375;0,645;7,73;9,87;267,67;434,51
"Águas Negras : Residencial Castro Moura (Belém , RM Belém)";HDU;--;74,88;79,18;18,70;10,70;0,757;0,849;0,755;0,826;0,831;0,903;0,691;0,820;10,29;11,69;875,41;1365,23
"Águas Negras : Residencial Castro Moura / SEST-SENAT / Jadim Jatobá (Belém , RM Belém)";HDU;--;66,18;70,48;40,60;26,30;0,486;0,637;0,525;0,620;0,686;0,758;0,318;0,549;6,46;9,08;209,34;377,86
"Agulha : Baixada Fluminense (Belém , RM Belém)";HDU;--;67,17;72,54;37,60;21,90;0,499;0,656;0,544;0,630;0,703;0,792;0,325;0,565;7,15;8,94;236,31;404,04
"Agulha : Residencial Rio D’Ouro (Belém , RM Belém)";HDU;--;73,37;77,88;21,80;12,60;0,706;0,804;0,705;0,752;0,806;0,881;0,619;0,785;10,08;10,87;641,48;861,40
"Agulha : Tv. Berredos (Belém , RM Belém)";HDU;--;69,78;73,15;30,30;20,70;0,608;0,699;0,613;0,654;0,746;0,803;0,491;0,651;9,48;9,81;361,96;468,60
"Aurá ( Belém ) (Belém , RM Belém)";HDU;--;65,43;69,42;43,10;28,80;0,460;0,622;0,487;0,585;0,674;0,740;0,296;0,556;6,64;8,84;165,41;305,73
"Barreiro / Telégrafo ( Bacia do UNA ) (Belém , RM Belém)";HDU;--;69,86;73,33;30,10;20,40;0,577;0,684;0,617;0,668;0,748;0,806;0,417;0,594;7,99;9,02;372,65;512,01
"Batista Campos : Canal da Doutor Moraes (Belém , RM Belém)";HDU;--;72,88;77,88;22,80;12,60;0,667;0,804;0,692;0,752;0,798;0,881;0,537;0,785;9,69;10,87;594,47;861,40
"Batista Campos : Canal Quintino Bocaiúva (Belém , RM Belém)";HDU;--;68,85;73,15;32,80;20,70;0,576;0,699;0,593;0,654;0,731;0,803;0,442;0,651;8,57;9,81;320,60;468,60
"Batista Campos : Tv. Apinagés / Tv. dos Tupinambás (Belém , RM Belém)";HDU;--;76,11;80,74;16,30;8,60;0,829;0,907;0,851;0,923;0,852;0,929;0,786;0,869;11,38;12,22;1592,61;2504,78
"Batista Campos : Tv. Padre Eutíquio / Av. Almirante Tamandaré (Belém , RM Belém)";HDU;--;76,09;80,74;16,40;8,60;0,818;0,907;0,839;0,923;0,852;0,929;0,766;0,869;10,90;12,22;1479,55;2504,78
"Batista Campos : Tv. Padre Eutíquio ( Praça Batista Campos) (Belém , RM Belém)";HDU;--;77,02;81,08;15,92;8,20;0,883;0,947;0,949;1,000;0,867;0,935;0,836;0,907;11,75;12,43;2928,24;4342,04
"Batista Campos : Tv. São Francisco (Belém , RM Belém)";HDU;--;76,67;80,81;16,15;8,50;0,860;0,930;0,895;0,966;0,861;0,930;0,824;0,895;11,68;12,57;2095,41;3263,79
"Benguí (Belém , RM Belém)";HDU;--;67,70;72,40;36,00;22,20;0,545;0,676;0,562;0,641;0,712;0,790;0,405;0,609;8,40;9,48;263,56;430,61
"Brasília (Belém , RM Belém)";HDU;--;66,25;68,39;40,40;31,40;0,473;0,573;0,526;0,562;0,688;0,723;0,293;0,463;6,34;8,22;211,28;264,24
"Cabanagem / UNA (Belém , RM Belém)";HDU;--;66,90;70,63;38,40;26,00;0,515;0,657;0,542;0,618;0,698;0,761;0,361;0,602;7,71;9,45;233,14;374,42
"Campina : Av. Presidente Vargas (Belém , RM Belém)";HDU;--;76,67;80,81;16,15;8,50;0,860;0,930;0,895;0,966;0,861;0,930;0,824;0,895;11,68;12,57;2095,41;3263,79
"Campina / Cidade Velha ( Centro Histórico de Belém ) (Belém , RM Belém)";HDU;--;76,09;80,74;16,40;8,60;0,818;0,907;0,839;0,923;0,852;0,929;0,766;0,869;10,90;12,22;1479,55;2504,78
"Campina de Icoaraci : COHAB (Belém , RM Belém)";HDU;--;72,35;76,84;24,00;14,20;0,673;0,774;0,669;0,723;0,789;0,864;0,578;0,743;10,10;10,51;515,36;718,86
"Campina de Icoaraci : Estrada do Matadouro (Belém , RM Belém)";HDU;--;67,74;72,54;35,90;21,90;0,536;0,656;0,565;0,630;0,712;0,792;0,382;0,565;7,62;8,94;269,19;404,04
"Campina de Icoaraci : Estrada do Outeiro (Belém , RM Belém)";HDU;--;68,85;73,15;32,80;20,70;0,576;0,699;0,593;0,654;0,731;0,803;0,442;0,651;8,57;9,81;320,60;468,60
"Campinha: Rua 28 de Setembro / Tv. Frutuoso Guimarães / Rua Carlos Gomes (Belém , RM Belém)";HDU;--;74,72;79,18;19,00;10,70;0,746;0,849;0,749;0,826;0,829;0,903;0,669;0,820;10,30;11,69;847,28;1365,23
"Canudos : Av. Ceará (Belém , RM Belém)";HDU;--;74,06;78,48;20,30;11,70;0,704;0,817;0,721;0,783;0,818;0,891;0,591;0,783;9,51;11,04;709,48;1045,26
"Canudos : Av. Gentil Bittencourt ( Baixada da Gentil ) (Belém , RM Belém)";HDU;--;71,43;76,33;26,20;13,40;0,646;0,763;0,643;0,720;0,774;0,856;0,542;0,721;9,66;10,30;436,34;704,92
"Castanheira : Alameda Moça Bonita / Rua São Jorge (Belém , RM Belém)";HDU;--;70,62;74,17;28,20;18,80;0,606;0,719;0,637;0,685;0,760;0,820;0,460;0,662;8,91;10,22;421,21;566,75
"Castanheira : Entroncamento (Belém , RM Belém)";HDU;--;70,62;74,87;28,20;17,50;0,606;0,732;0,637;0,701;0,760;0,831;0,460;0,672;8,91;10,36;421,21;628,58
"Castanheira : Rua Alacid Nunes (Belém , RM Belém)";HDU;--;73,92;77,88;20,60;12,60;0,724;0,804;0,715;0,752;0,815;0,881;0,650;0,785;10,14;10,87;683,94;861,40
"Cidade Velha : Av. Tamandaré (Belém , RM Belém)";HDU;--;75,84;79,87;16,80;9,80;0,780;0,881;0,801;0,862;0,847;0,915;0,700;0,866;10,28;11,77;1166,76;1709,15
"Cidade Velha : Vila Martins / Vila Rio (Belém , RM Belém)";HDU;--;70,42;74,87;28,60;17,50;0,650;0,732;0,633;0,701;0,757;0,831;0,574;0,672;10,14;10,36;410,39;628,58
"Condor : ( Canal da 3 de Maio ) (Belém , RM Belém)";HDU;--;65,43;68,39;43,10;31,40;0,460;0,573;0,487;0,562;0,674;0,723;0,296;0,463;6,64;8,22;165,41;264,24
"Condor : Tv. Padre Eutíquio (Belém , RM Belém)";HDU;--;69,73;73,87;30,40;19,30;0,598;0,702;0,611;0,669;0,746;0,815;0,470;0,635;8,78;9,30;357,95;515,70
"Coqueiro : Ariri Bolonha (Belém , RM Belém)";HDU;--;70,95;74,17;27,30;18,80;0,615;0,719;0,643;0,685;0,766;0,820;0,473;0,662;8,64;10,22;438,21;566,75
"Coqueiro : Conjunto Jardim Europa (Belém , RM Belém)";HDU;--;71,43;76,33;26,20;13,40;0,646;0,763;0,643;0,720;0,774;0,856;0,542;0,721;9,66;10,30;436,34;704,92
"Coqueiro : Conjunto Maguari (Belém , RM Belém)";HDU;--;75,84;79,18;16,80;10,70;0,780;0,849;0,801;0,826;0,847;0,903;0,700;0,820;10,28;11,69;1166,76;1365,23
"Coqueiro : Conjunto Pedro Texeira / Conjunto Satélite / Conjunto Maguari (Belém , RM Belém)";HDU;--;73,16;78,09;22,20;12,30;0,710;0,808;0,694;0,763;0,803;0,885;0,643;0,782;10,11;11,43;601,06;920,83
"Coqueiro : Ibifam (Belém , RM Belém)";HDU;--;70,42;74,87;28,60;17,50;0,650;0,732;0,633;0,701;0,757;0,831;0,574;0,672;10,14;10,36;410,39;628,58
"Coqueiro : Residencial Mário Covas I e II (Belém , RM Belém)";HDU;--;72,35;76,84;24,00;14,20;0,673;0,774;0,669;0,723;0,789;0,864;0,578;0,743;10,10;10,51;515,36;718,86
"Cotijuba : Praia do Farol (Belém , RM Belém)";HDU;--;70,42;76,33;28,60;15,00;0,650;0,763;0,633;0,720;0,757;0,856;0,574;0,721;10,14;10,30;410,39;704,92
"Cotijuba : Vila (Belém , RM Belém)";HDU;--;66,18;68,39;40,60;31,40;0,486;0,573;0,525;0,562;0,686;0,723;0,318;0,463;6,46;8,22;209,34;264,24
"Cremação : Av. Generalíssimo Deodoro ( Canal da Generalíssimo ) / Praça Dalcídio Jurandir (Belém , RM Belém)";HDU;--;70,13;74,48;29,40;18,20;0,627;0,724;0,628;0,690;0,752;0,825;0,521;0,668;9,09;9,43;399,09;587,46
"Cruzeiro : Taboquinha (Belém , RM Belém)";HDU;--;67,73;70,94;34,94;25,30;0,532;0,654;0,564;0,626;0,712;0,766;0,375;0,583;7,73;9,37;267,67;392,41
"Cruzeiro : Tv. Do Cruzeiro / Rua Siqueira Mendes (Belém , RM Belém)";HDU;--;72,41;76,82;23,90;14,20;0,683;0,780;0,679;0,724;0,790;0,864;0,594;0,760;9,43;11,06;548,16;722,48
"Curió-Utinga : Conjunto Itororó / Feira da Bandeira Branca / Estrada da Ceasa (Belém , RM Belém)";HDU;--;74,06;77,88;20,30;12,60;0,704;0,804;0,721;0,752;0,818;0,881;0,591;0,785;9,51;10,87;709,48;861,40
"Curió-Utinga : Pantanal / Cruzeiro (Belém , RM Belém)";HDU;--;67,73;72,54;34,94;21,90;0,532;0,656;0,564;0,630;0,712;0,792;0,375;0,565;7,73;8,94;267,67;404,04
"Curió-Utinga : Passagem Elvira (Belém , RM Belém)";HDU;--;70,42;74,87;28,60;17,50;0,650;0,732;0,633;0,701;0,757;0,831;0,574;0,672;10,14;10,36;410,39;628,58
"Fátima : Tv. 3 de Maio / Rua Antônio Barreto (Belém , RM Belém)";HDU;--;71,85;76,33;25,20;13,40;0,658;0,763;0,657;0,720;0,781;0,856;0,554;0,721;9,41;10,30;477,81;704,92
"Guamá : Av. Bernardo Sayão / Av. José Bonifácio / Rua Barão de Igaraé Miri (Belém , RM Belém)";HDU;--;70,12;73,03;29,40;20,90;0,593;0,696;0,626;0,655;0,752;0,801;0,442;0,643;8,60;9,91;392,96;471,76
"Guamá : Av. Conselheiro Furtado (Belém , RM Belém)";HDU;--;76,06;79,97;16,40;9,60;0,803;0,885;0,825;0,872;0,851;0,916;0,737;0,869;11,07;11,99;1358,00;1822,09
"Guamá : Rua Barão Igarapé Miri (Belém , RM Belém)";HDU;--;72,41;76,84;23,90;14,20;0,683;0,774;0,679;0,723;0,790;0,864;0,594;0,743;9,43;10,51;548,16;718,86
"Guamá / Terra Firme / Universitário : ( Canal do Tucunduba ) (Belém , RM Belém)";HDU;--;66,62;69,50;39,30;28,60;0,491;0,618;0,537;0,587;0,694;0,742;0,317;0,543;7,58;8,71;226,13;309,28
"Guanabara ( Belém ) (Belém , RM Belém)";HDU;--;68,34;72,54;34,20;21,90;0,558;0,656;0,587;0,630;0,722;0,792;0,409;0,565;8,46;8,94;308,88;404,04
"Itaiteua : Fidelis (Belém , RM Belém)";HDU;--;68,34;70,61;34,20;26,00;0,558;0,640;0,587;0,625;0,722;0,760;0,409;0,553;8,46;8,59;308,88;390,70
"Jurunas : Av. Bernardo Sayão / Tv. Bom Jardim (Belém , RM Belém)";HDU;--;68,64;72,59;33,40;21,80;0,573;0,674;0,592;0,642;0,727;0,793;0,436;0,602;8,46;9,62;318,24;433,34
"Jurunas : Av Roberto Camelier (Belém , RM Belém)";HDU;--;76,11;80,74;16,30;8,60;0,829;0,907;0,851;0,923;0,852;0,929;0,786;0,869;11,38;12,22;1592,61;2504,78
"Jurunas : Breves (Belém , RM Belém)";HDU;--;72,41;76,82;23,90;14,20;0,683;0,780;0,679;0,724;0,790;0,864;0,594;0,760;9,43;11,06;548,16;722,48
"Jurunas : Tv. Monte Alegre / Tv. Bom Jardim (Belém , RM Belém)";HDU;--;74,88;79,18;18,70;10,70;0,757;0,849;0,755;0,826;0,831;0,903;0,691;0,820;10,29;11,69;875,41;1365,23
"Mangueirão : Carmelândia (Belém , RM Belém)";HDU;--;68,85;74,17;32,80;18,80;0,576;0,719;0,593;0,685;0,731;0,820;0,442;0,662;8,57;10,22;320,60;566,75
"Mangueirão : Condomínio Água Cristal / Planetário (Belém , RM Belém)";HDU;--;--;80,74;--;8,60;--;0,907;--;0,923;--;0,929;--;0,869;--;12,22;--;2504,78
"Mangueirão : Conjunto Catalina (Belém , RM Belém)";HDU;--;74,72;79,18;19,00;10,70;0,746;0,849;0,749;0,826;0,829;0,903;0,669;0,820;10,30;11,69;847,28;1365,23
"Mangueirão : Conjunto Ulisses Guimarães (Belém , RM Belém)";HDU;--;72,35;76,84;24,00;14,20;0,673;0,774;0,669;0,723;0,789;0,864;0,578;0,743;10,10;10,51;515,36;718,86
"Mangueirão : Natália Lins (Belém , RM Belém)";HDU;--;75,60;79,87;17,30;9,80;0,790;0,881;0,798;0,862;0,843;0,915;0,734;0,866;11,07;11,77;1150,37;1709,15
"Mangueirão : Panorama XXI (Belém , RM Belém)";HDU;--;74,88;78,48;18,70;11,70;0,757;0,817;0,755;0,783;0,831;0,891;0,691;0,783;10,29;11,04;875,41;1045,26
"Mangueirão / Parque Verde : Pantanal / Av. Centenário (Belém , RM Belém)";HDU;--;66,44;70,94;39,90;25,30;0,492;0,654;0,535;0,626;0,691;0,766;0,323;0,583;7,57;9,37;223,14;392,41
"Mangueirão : Paulo Fonteles (Belém , RM Belém)";HDU;--;70,42;76,33;28,60;15,00;0,650;0,763;0,633;0,720;0,757;0,856;0,574;0,721;10,14;10,30;410,39;704,92
"Mangueirão : Residencial Augusto Montenegro (Belém , RM Belém)";HDU;--;74,94;79,18;18,60;10,70;0,750;0,849;0,760;0,826;0,832;0,903;0,667;0,820;10,70;11,69;903,23;1365,23
"Maracacuera (Belém , RM Belém)";HDU;--;67,74;70,94;35,90;25,30;0,536;0,654;0,565;0,626;0,712;0,766;0,382;0,583;7,62;9,37;269,19;392,41
"Maracangalha : Paraíso dos Pássaros (Belém , RM Belém)";HDU;--;69,78;72,09;30,30;22,80;0,608;0,679;0,613;0,645;0,746;0,785;0,491;0,618;9,48;9,75;361,96;443,43
"Maracangalha : Passagem Jader Barbalho (Belém , RM Belém)";HDU;--;67,74;72,75;35,90;21,50;0,536;0,691;0,565;0,642;0,712;0,796;0,382;0,645;7,62;9,87;269,19;434,51
"Maracangalha : Providência / Promorar (Belém , RM Belém)";HDU;--;70,42;76,33;28,60;15,00;0,650;0,763;0,633;0,720;0,757;0,856;0,574;0,721;10,14;10,30;410,39;704,92
"Marambaia : Água Cristal 2 ( Canal Água Cristal ) / Centro 4 (Belém , RM Belém)";HDU;--;69,78;73,39;30,30;20,20;0,608;0,683;0,613;0,655;0,746;0,807;0,491;0,603;9,48;9,71;361,96;472,18
"Marambaia : Agua Cristal I (Belém , RM Belém)";HDU;--;67,91;72,54;35,40;21,90;0,547;0,656;0,570;0,630;0,715;0,792;0,401;0,565;7,71;8,94;277,43;404,04
"Marambaia : Av. Dalva / Av. Tavares Bastos (Belém , RM Belém)";HDU;--;72,41;76,82;23,90;14,20;0,683;0,780;0,679;0,724;0,790;0,864;0,594;0,760;9,43;11,06;548,16;722,48
"Marambaia : Conjunto Euclides da Cunha (Belém , RM Belém)";HDU;--;76,11;80,74;16,30;8,60;0,829;0,907;0,851;0,923;0,852;0,929;0,786;0,869;11,38;12,22;1592,61;2504,78
"Marambaia : Conjunto Médici I (Belém , RM Belém)";HDU;--;75,60;79,97;17,30;9,60;0,790;0,885;0,798;0,872;0,843;0,916;0,734;0,869;11,07;11,99;1150,37;1822,09
"Marambaia : Conjunto Mendara (Belém , RM Belém)";HDU;--;76,09;80,74;16,40;8,60;0,818;0,907;0,839;0,923;0,852;0,929;0,766;0,869;10,90;12,22;1479,55;2504,78
"Marambaia : Entorno do Conjunto Euclides da Cunha / Rua da Marinha (Belém , RM Belém)";HDU;--;71,11;74,53;27,00;18,10;0,636;0,727;0,639;0,701;0,769;0,826;0,524;0,663;9,60;9,73;426,12;626,54
"Marambaia : Gleba 1 e 3 (Belém , RM Belém)";HDU;--;73,37;78,48;21,80;11,70;0,706;0,817;0,705;0,783;0,806;0,891;0,619;0,783;10,08;11,04;641,48;1045,26
"Marambaia : Gleba 2 (Belém , RM Belém)";HDU;--;74,72;78,48;19,00;11,70;0,746;0,817;0,749;0,783;0,829;0,891;0,669;0,783;10,30;11,04;847,28;1045,26
"Marambaia : Médici II (Belém , RM Belém)";HDU;--;74,88;79,18;18,70;10,70;0,757;0,849;0,755;0,826;0,831;0,903;0,691;0,820;10,29;11,69;875,41;1365,23
"Marambaia : Residencial Elvira Chaves (Belém , RM Belém)";HDU;--;75,60;79,87;17,30;9,80;0,790;0,881;0,798;0,862;0,843;0,915;0,734;0,866;11,07;11,77;1150,37;1709,15
"Marambaia : Residencial Vitória Regia (Belém , RM Belém)";HDU;--;74,94;79,18;18,60;10,70;0,750;0,849;0,760;0,826;0,832;0,903;0,667;0,820;10,70;11,69;903,23;1365,23
"Marco : Av. Almirante Barroso / Av. Rômulo Maiorana ( 25 de Setembro ) (Belém , RM Belém)";HDU;--;76,76;80,38;16,11;9,10;0,841;0,902;0,913;0,909;0,863;0,923;0,756;0,875;11,11;12,20;2340,01;2288,98
"Marco : Edifício Torre de Arua / Edifício San Diego / Tv. Timbó (Belém , RM Belém)";HDU;--;77,02;81,08;15,92;8,20;0,883;0,947;0,949;1,000;0,867;0,935;0,836;0,907;11,75;12,43;2928,24;4342,04
"Marco / Pedreira : Av. Visconde de Inhaúma / Av. Duque de Caxias (Belém , RM Belém)";HDU;--;72,88;76,82;22,80;14,20;0,667;0,780;0,692;0,724;0,798;0,864;0,537;0,760;9,69;11,06;594,47;722,48
"Marco : Rua Jabatiteua ( Baixada do Marco ) (Belém , RM Belém)";HDU;--;71,32;74,87;26,40;17,50;0,647;0,732;0,654;0,701;0,772;0,831;0,537;0,672;9,41;10,36;467,64;628,58
"Mosqueiro : Área Rural (Belém , RM Belém)";HDU;--;65,43;68,39;43,10;31,40;0,460;0,573;0,487;0,562;0,674;0,723;0,296;0,463;6,64;8,22;165,41;264,24
"Mosqueiro : Ariramba / São Francisco / Carananduba ( Cajueiro ) (Belém , RM Belém)";HDU;--;67,73;70,48;34,94;26,30;0,532;0,637;0,564;0,620;0,712;0,758;0,375;0,549;7,73;9,08;267,67;377,86
"Mosqueiro : Carananduba ( Praça Presidente Teixeira ) (Belém , RM Belém)";HDU;--;68,85;73,15;32,80;20,70;0,576;0,699;0,593;0,654;0,731;0,803;0,442;0,651;8,57;9,81;320,60;468,60
"Mosqueiro : Mangueiras / Maracajá (Belém , RM Belém)";HDU;--;68,85;70,61;32,80;26,00;0,576;0,640;0,593;0,625;0,731;0,760;0,442;0,553;8,57;8,59;320,60;390,70
"Mosqueiro : Marahu / Paraíso / Baía do Sol / Cuaruara (Belém , RM Belém)";HDU;--;67,73;70,61;34,94;26,00;0,532;0,640;0,564;0,625;0,712;0,760;0,375;0,553;7,73;8,59;267,67;390,70
"Mosqueiro : Natal do Murubira (Belém , RM Belém)";HDU;--;65,43;69,42;43,10;28,80;0,460;0,622;0,487;0,585;0,674;0,740;0,296;0,556;6,64;8,84;165,41;305,73
"Mosqueiro : Vila / Ariramba / Murubira / Porto Arthur / Farol / Chapéu Virado / Praia Grande / Aeroporto (Belém , RM Belém)";HDU;--;70,62;74,53;28,20;18,10;0,606;0,727;0,637;0,701;0,760;0,826;0,460;0,663;8,91;9,73;421,21;626,54
"Nazaré : Av. Conselheiro Furtado (Belém , RM Belém)";HDU;--;76,09;80,74;16,40;8,60;0,818;0,907;0,839;0,923;0,852;0,929;0,766;0,869;10,90;12,22;1479,55;2504,78
"Nazaré : Av. Governador Magalhães Barata (Belém , RM Belém)";HDU;--;77,20;81,08;15,52;8,20;0,899;0,947;0,963;1,000;0,870;0,935;0,866;0,907;12,38;12,43;3197,62;4342,04
"Outeiro : Água Boa São João do Outeiro (Belém , RM Belém)";HDU;--;67,74;69,98;35,90;27,50;0,536;0,626;0,565;0,611;0,712;0,750;0,382;0,535;7,62;8,75;269,19;358,12
"Outeiro : Área Rural (Belém , RM Belém)";HDU;--;66,25;68,39;40,40;31,40;0,473;0,573;0,526;0,562;0,688;0,723;0,293;0,463;6,34;8,22;211,28;264,24
"Outeiro : Praia do Amor / Praia Grande (Belém , RM Belém)";HDU;--;68,85;73,39;32,80;20,20;0,576;0,683;0,593;0,655;0,731;0,807;0,442;0,603;8,57;9,71;320,60;472,18
"Paracuri (Belém , RM Belém)";HDU;--;65,98;69,42;41,30;28,80;0,490;0,622;0,516;0,585;0,683;0,740;0,334;0,556;8,01;8,84;198,72;305,73
"Parque Guajará (Belém , RM Belém)";HDU;--;66,25;69,98;40,40;27,50;0,473;0,626;0,526;0,611;0,688;0,750;0,293;0,535;6,34;8,75;211,28;358,12
"Parque Guajará : Conjunto Eduardo Angelim (Belém , RM Belém)";HDU;--;--;72,75;--;21,50;--;0,691;--;0,642;--;0,796;--;0,645;--;9,87;--;434,51
"Parque Guajará : Conjunto Jardim Maricá (Belém , RM Belém)";HDU;--;74,72;79,18;19,00;10,70;0,746;0,849;0,749;0,826;0,829;0,903;0,669;0,820;10,30;11,69;847,28;1365,23
"Parque Guajará : SEDUC (Belém , RM Belém)";HDU;--;73,92;77,88;20,60;12,60;0,724;0,804;0,715;0,752;0,815;0,881;0,650;0,785;10,14;10,87;683,94;861,40
"Parque Guajará : Tocantins (Belém , RM Belém)";HDU;--;68,13;72,40;34,80;22,20;0,513;0,676;0,573;0,641;0,719;0,790;0,328;0,609;6,72;9,48;282,08;430,61
"Parque Verde : Condomínio Cidade Jardim I (Belém , RM Belém)";HDU;--;--;80,81;--;8,50;--;0,930;--;0,966;--;0,930;--;0,895;--;12,57;--;3263,79
"Parque Verde : Condomínio Greenville Exclusive (Belém , RM Belém)";HDU;--;75,60;79,87;17,30;9,80;0,790;0,881;0,798;0,862;0,843;0,915;0,734;0,866;11,07;11,77;1150,37;1709,15
"Parque Verde : Condomínio Greenville I (Belém , RM Belém)";HDU;--;76,67;80,81;16,15;8,50;0,860;0,930;0,895;0,966;0,861;0,930;0,824;0,895;11,68;12,57;2095,41;3263,79
"Parque Verde : Condomínio Greenville II / Condomínio Boulevard Montenegro (Belém , RM Belém)";HDU;--;--;81,08;--;8,20;--;0,947;--;1,000;--;0,935;--;0,907;--;12,43;--;4342,04
"Parque Verde : Conjunto Jardim Sevilha (Belém , RM Belém)";HDU;--;68,85;73,39;32,80;20,20;0,576;0,683;0,593;0,655;0,731;0,807;0,442;0,603;8,57;9,71;320,60;472,18
"Parque Verde : Conjunto Residêncial Parklândia (Belém , RM Belém)";HDU;--;74,72;79,18;19,00;10,70;0,746;0,849;0,749;0,826;0,829;0,903;0,669;0,820;10,30;11,69;847,28;1365,23
"Parque Verde : Conjunto Sideral / Av. Independência / Residencial Engenheiro Enéas Resques (Belém , RM Belém)";HDU;--;68,18;72,09;34,60;22,80;0,537;0,679;0,579;0,645;0,720;0,785;0,372;0,618;8,35;9,75;294,45;443,43
"Parque Verde : Residencial Morada do Sol / Residencial Sol de Verão / Conjunto Benjamin Sodré (Belém , RM Belém)";HDU;--;74,88;79,18;18,70;10,70;0,757;0,849;0,755;0,826;0,831;0,903;0,691;0,820;10,29;11,69;875,41;1365,23
"Parque Verde : Residencial Orlando Lobato (Belém , RM Belém)";HDU;--;73,92;77,88;20,60;12,60;0,724;0,804;0,715;0,752;0,815;0,881;0,650;0,785;10,14;10,87;683,94;861,40
"Parque Verde : Residencial Rui Barata (Belém , RM Belém)";HDU;--;67,74;70,94;35,90;25,30;0,536;0,654;0,565;0,626;0,712;0,766;0,382;0,583;7,62;9,37;269,19;392,41
